#x,y,z
6371029.5,111206.7,3.9e-10
4224364.97413258511738119592,-777601.98415016457041343331,-1563367.10966027767446971000
4316781.62200247321883342073,-794613.62239453483010307307,-1597568.97160865390887071000
4409198.26987236132028564554,-811625.26063890508979271283,-1631770.83355703014327171000
4501614.91774224942173787034,-828636.89888327534948235259,-1665972.69550540637767271000
4594031.56561213752319009515,-845648.53712764560917199234,-1700174.55745378261207371000
4686448.21348202562464231996,-862660.17537201586886163210,-1734376.41940215884647471000
4778864.86135191372609454476,-879671.81361638612855127186,-1768578.28135053508087571000
4871281.50922180182754676957,-896683.45186075638824091162,-1802780.14329891131527671000
4963698.15709168992899899438,-913695.09010512664793055138,-1836982.00524728754967771000
5056114.80496157803045121919,-930706.72834949690762019113,-1871183.86719566378407871000
5148531.45283146613190344399,-947718.36659386716730983089,-1905385.72914404001847971000
5240948.10070135423335566880,-964730.00483823742699947065,-1939587.59109241625288071000
5333364.74857124233480789361,-981741.64308260768668911041,-1973789.45304079248728171000
5425781.39644113043626011841,-998753.28132697794637875016,-2007991.31498916872168271000
5518198.04431101853771234322,-1015764.91957134820606838992,-2042193.17693754495608371000
5610614.69218090663916456803,-1032776.55781571846575802968,-2076395.03888592119048471000
5703031.34005079474061679283,-1049788.19606008872544766944,-2110596.90083429742488571000
5795447.98792068284206901764,-1066799.83430445898513730919,-2144798.76278267365928671000
5887864.63579057094352124245,-1083811.47254882924482694895,-2179000.62473104989368771000
4282408.59403523895999721600,-711251.45000213372213771989,-1431481.40351280504754013000
4376095.06513642554848982628,-726811.53422882664977144817,-1462797.99514511318684313000
4469781.53623761213698243656,-742371.61845551957740517646,-1494114.58677742132614613000
4563468.00733879872547504684,-757931.70268221250503890474,-1525431.17840972946544913000
4657154.47843998531396765713,-773491.78690890543267263303,-1556747.77004203760475213000
4750840.94954117190246026741,-789051.87113559836030636131,-1588064.36167434574405513000
4844527.42064235849095287769,-804611.95536229128794008960,-1619380.95330665388335813000
