"Points:0","Points:1","Points:2"
5.5402e+05,4.5121e+06,0
5.5706e+05,4.5369e+06,0
5.6011e+05,4.5617e+06,0
5.6316e+05,4.5866e+06,0
5.6620e+05,4.6114e+06,0
5.6925e+05,4.6362e+06,0
5.723e+05,4.661e+06,0
5.7535e+05,4.6858e+06,0
5.7839e+05,4.7106e+06,0
5.8144e+05,4.7354e+06,0
5.8449e+05,4.7603e+06,0
5.8753e+05,4.7851e+06,0
5.9058e+05,4.8099e+06,0
5.9363e+05,4.8347e+06,0
5.9667e+05,4.8595e+06,0
5.9972e+05,4.8843e+06,0
6.0277e+05,4.9091e+06,0
6.0581e+05,4.9339e+06,0
6.0886e+05,4.9588e+06,0
6.1191e+05,4.9836e+06,0
6.1495e+05,5.0084e+06,0
6.18e+05,5.0332e+06,0
6.2105e+05,5.058e+06,0
6.2409e+05,5.0828e+06,0
6.2714e+05,5.1076e+06,0
6.3019e+05,5.1325e+06,0
6.3323e+05,5.1573e+06,0
6.3628e+05,5.1821e+06,0
6.3933e+05,5.2069e+06,0
6.4237e+05,5.2317e+06,0
6.4542e+05,5.2565e+06,0
6.4847e+05,5.2813e+06,0
6.5151e+05,5.3062e+06,0
6.5456e+05,5.331e+06,0
6.5761e+05,5.3558e+06,0
6.6065e+05,5.3806e+06,0
6.637e+05,5.4054e+06,0
6.6675e+05,5.4302e+06,0
6.6979e+05,5.455e+06,0
6.7284e+05,5.4798e+06,0
6.7589e+05,5.5047e+06,0
6.7893e+05,5.5295e+06,0
6.8198e+05,5.5543e+06,0
6.8503e+05,5.5791e+06,0
6.8807e+05,5.6039e+06,0
6.9112e+05,5.6287e+06,0
6.9417e+05,5.6535e+06,0
6.9721e+05,5.6784e+06,0
7.0026e+05,5.7032e+06,0
7.0331e+05,5.728e+06,0
7.0635e+05,5.7528e+06,0
7.094e+05,5.7776e+06,0
7.1245e+05,5.8024e+06,0
7.1549e+05,5.8272e+06,0
7.1854e+05,5.8521e+06,0
7.2159e+05,5.8769e+06,0
7.2464e+05,5.9017e+06,0
7.2768e+05,5.9265e+06,0
7.3073e+05,5.9513e+06,0
7.3378e+05,5.9761e+06,0
7.3682e+05,6.0009e+06,0
7.3987e+05,6.0257e+06,0
7.4292e+05,6.0506e+06,0
7.4596e+05,6.0754e+06,0
7.4901e+05,6.1002e+06,0
7.5206e+05,6.125e+06,0
7.551e+05,6.1498e+06,0
7.5815e+05,6.1746e+06,0
7.612e+05,6.1994e+06,0
7.6424e+05,6.2243e+06,0
7.6729e+05,6.2491e+06,0
7.7034e+05,6.2739e+06,0
7.7338e+05,6.2987e+06,0
7.7643e+05,6.3235e+06,0
3.9293e+05,3.4487e+06,0
3.9576e+05,3.4735e+06,0
3.9859e+05,3.4984e+06,0
4.0142e+05,3.5232e+06,0
4.0425e+05,3.548e+06,0
4.0708e+05,3.5729e+06,0
4.0991e+05,3.5977e+06,0
4.1274e+05,3.6226e+06,0
4.1557e+05,3.6474e+06,0
4.184e+05,3.6722e+06,0
4.2123e+05,3.6971e+06,0
4.2406e+05,3.7219e+06,0
4.2689e+05,3.7468e+06,0
4.2972e+05,3.7716e+06,0
4.3255e+05,3.7964e+06,0
4.3538e+05,3.8213e+06,0
4.3821e+05,3.8461e+06,0
4.4104e+05,3.871e+06,0
4.4387e+05,3.8958e+06,0
4.467e+05,3.9206e+06,0
4.4953e+05,3.9455e+06,0
4.5236e+05,3.9703e+06,0
4.5519e+05,3.9952e+06,0
4.5802e+05,4.02e+06,0
4.6085e+05,4.0448e+06,0
4.6368e+05,4.0697e+06,0
4.6651e+05,4.0945e+06,0
4.6934e+05,4.1193e+06,0
4.7217e+05,4.1442e+06,0
4.75e+05,4.169e+06,0
4.7783e+05,4.1939e+06,0
4.8066e+05,4.2187e+06,0
4.8349e+05,4.2435e+06,0
4.8632e+05,4.2684e+06,0
4.8915e+05,4.2932e+06,0
4.9198e+05,4.3181e+06,0
4.9481e+05,4.3429e+06,0
4.9764e+05,4.3677e+06,0
5.0047e+05,4.3926e+06,0
5.033e+05,4.4174e+06,0
5.0613e+05,4.4423e+06,0
5.0896e+05,4.4671e+06,0
5.1179e+05,4.4919e+06,0
5.1462e+05,4.5168e+06,0
5.1745e+05,4.5416e+06,0
5.2028e+05,4.5665e+06,0
5.2311e+05,4.5913e+06,0
5.2594e+05,4.6161e+06,0
5.2877e+05,4.641e+06,0
5.316e+05,4.6658e+06,0
5.3443e+05,4.6907e+06,0
5.3726e+05,4.7155e+06,0
5.4009e+05,4.7403e+06,0
5.4292e+05,4.7652e+06,0
5.4575e+05,4.79e+06,0
5.4858e+05,4.8148e+06,0
5.5141e+05,4.8397e+06,0
5.5424e+05,4.8645e+06,0
5.5707e+05,4.8894e+06,0
5.599e+05,4.9142e+06,0
5.6273e+05,4.939e+06,0
5.6556e+05,4.9639e+06,0
5.6839e+05,4.9887e+06,0
5.7122e+05,5.0136e+06,0
5.7405e+05,5.0384e+06,0
5.7688e+05,5.0632e+06,0
5.7971e+05,5.0881e+06,0
5.8254e+05,5.1129e+06,0
5.8537e+05,5.1378e+06,0
5.882e+05,5.1626e+06,0
5.9103e+05,5.1874e+06,0
5.9386e+05,5.2123e+06,0
5.9669e+05,5.2371e+06,0
5.9952e+05,5.262e+06,0
6.0235e+05,5.2868e+06,0
6.0518e+05,5.3116e+06,0
6.0801e+05,5.3365e+06,0
6.1084e+05,5.3613e+06,0
6.1367e+05,5.3862e+06,0
6.165e+05,5.411e+06,0
6.1933e+05,5.4358e+06,0
6.2216e+05,5.4607e+06,0
6.2499e+05,5.4855e+06,0
6.2782e+05,5.5103e+06,0
6.3066e+05,5.5352e+06,0
6.3349e+05,5.56e+06,0
6.3632e+05,5.5849e+06,0
6.3915e+05,5.6097e+06,0
6.4198e+05,5.6345e+06,0
6.4481e+05,5.6594e+06,0
6.4764e+05,5.6842e+06,0
6.5047e+05,5.7091e+06,0
6.533e+05,5.7339e+06,0
6.5613e+05,5.7587e+06,0
6.5896e+05,5.7836e+06,0
6.6179e+05,5.8084e+06,0
6.6462e+05,5.8333e+06,0
6.6745e+05,5.8581e+06,0
6.7028e+05,5.8829e+06,0
6.7311e+05,5.9078e+06,0
6.7594e+05,5.9326e+06,0
6.7877e+05,5.9575e+06,0
6.816e+05,5.9823e+06,0
6.8443e+05,6.0071e+06,0
6.8726e+05,6.032e+06,0
6.9009e+05,6.0568e+06,0
6.9292e+05,6.0817e+06,0
6.9575e+05,6.1065e+06,0
6.9858e+05,6.1313e+06,0
7.0141e+05,6.1562e+06,0
7.0424e+05,6.181e+06,0
7.0707e+05,6.2058e+06,0
7.099e+05,6.2307e+06,0
7.1273e+05,6.2555e+06,0
7.1556e+05,6.2804e+06,0
7.1839e+05,6.3052e+06,0
7.2122e+05,6.33e+06,0
3.6282e+05,3.452e+06,0
3.6543e+05,3.4768e+06,0
3.6804e+05,3.5017e+06,0
3.7066e+05,3.5266e+06,0
3.7327e+05,3.5514e+06,0
3.7588e+05,3.5763e+06,0
3.785e+05,3.6012e+06,0
3.8111e+05,3.626e+06,0
3.8372e+05,3.6509e+06,0
3.8634e+05,3.6758e+06,0
3.8895e+05,3.7006e+06,0
3.9156e+05,3.7255e+06,0
3.9418e+05,3.7503e+06,0
3.9679e+05,3.7752e+06,0
3.994e+05,3.8001e+06,0
4.0202e+05,3.8249e+06,0
4.0463e+05,3.8498e+06,0
4.0724e+05,3.8747e+06,0
4.0986e+05,3.8995e+06,0
4.1247e+05,3.9244e+06,0
4.1508e+05,3.9492e+06,0
4.177e+05,3.9741e+06,0
4.2031e+05,3.999e+06,0
4.2292e+05,4.0238e+06,0
4.2554e+05,4.0487e+06,0
4.2815e+05,4.0736e+06,0
4.3076e+05,4.0984e+06,0
4.3338e+05,4.1233e+06,0
4.3599e+05,4.1482e+06,0
4.386e+05,4.173e+06,0
4.4121e+05,4.1979e+06,0
4.4383e+05,4.2227e+06,0
4.4644e+05,4.2476e+06,0
4.4905e+05,4.2725e+06,0
4.5167e+05,4.2973e+06,0
4.5428e+05,4.3222e+06,0
4.5689e+05,4.3471e+06,0
4.5951e+05,4.3719e+06,0
4.6212e+05,4.3968e+06,0
4.6473e+05,4.4216e+06,0
4.6735e+05,4.4465e+06,0
4.6996e+05,4.4714e+06,0
4.7257e+05,4.4962e+06,0
4.7519e+05,4.5211e+06,0
4.778e+05,4.546e+06,0
4.8041e+05,4.5708e+06,0
4.8303e+05,4.5957e+06,0
4.8564e+05,4.6205e+06,0
4.8825e+05,4.6454e+06,0
4.9087e+05,4.6703e+06,0
4.9348e+05,4.6951e+06,0
4.9609e+05,4.72e+06,0
4.9871e+05,4.7449e+06,0
5.0132e+05,4.7697e+06,0
5.0393e+05,4.7946e+06,0
5.0654e+05,4.8195e+06,0
5.0916e+05,4.8443e+06,0
5.1177e+05,4.8692e+06,0
5.1438e+05,4.894e+06,0
5.17e+05,4.9189e+06,0
5.1961e+05,4.9438e+06,0
5.2222e+05,4.9686e+06,0
5.2484e+05,4.9935e+06,0
5.2745e+05,5.0184e+06,0
5.3006e+05,5.0432e+06,0
5.3268e+05,5.0681e+06,0
5.3529e+05,5.0929e+06,0
5.379e+05,5.1178e+06,0
5.4052e+05,5.1427e+06,0
5.4313e+05,5.1675e+06,0
5.4574e+05,5.1924e+06,0
5.4836e+05,5.2173e+06,0
5.5097e+05,5.2421e+06,0
5.5358e+05,5.267e+06,0
5.562e+05,5.2919e+06,0
5.5881e+05,5.3167e+06,0
5.6142e+05,5.3416e+06,0
5.6404e+05,5.3664e+06,0
5.6665e+05,5.3913e+06,0
5.6926e+05,5.4162e+06,0
5.7188e+05,5.441e+06,0
5.7449e+05,5.4659e+06,0
5.771e+05,5.4908e+06,0
5.7971e+05,5.5156e+06,0
5.8233e+05,5.5405e+06,0
5.8494e+05,5.5653e+06,0
5.8755e+05,5.5902e+06,0
5.9017e+05,5.6151e+06,0
5.9278e+05,5.6399e+06,0
5.9539e+05,5.6648e+06,0
5.9801e+05,5.6897e+06,0
6.0062e+05,5.7145e+06,0
6.0323e+05,5.7394e+06,0
6.0585e+05,5.7642e+06,0
6.0846e+05,5.7891e+06,0
6.1107e+05,5.814e+06,0
6.1369e+05,5.8388e+06,0
6.163e+05,5.8637e+06,0
6.1891e+05,5.8886e+06,0
6.2153e+05,5.9134e+06,0
6.2414e+05,5.9383e+06,0
6.2675e+05,5.9632e+06,0
6.2937e+05,5.988e+06,0
6.3198e+05,6.0129e+06,0
6.3459e+05,6.0377e+06,0
6.3721e+05,6.0626e+06,0
6.3982e+05,6.0875e+06,0
6.4243e+05,6.1123e+06,0
6.4505e+05,6.1372e+06,0
6.4766e+05,6.1621e+06,0
6.5027e+05,6.1869e+06,0
6.5288e+05,6.2118e+06,0
6.555e+05,6.2366e+06,0
6.5811e+05,6.2615e+06,0
6.6072e+05,6.2864e+06,0
6.6334e+05,6.3112e+06,0
6.6595e+05,6.3361e+06,0
3.3268e+05,3.455e+06,0
3.3508e+05,3.4799e+06,0
3.3747e+05,3.5048e+06,0
3.3987e+05,3.5297e+06,0
3.4227e+05,3.5546e+06,0
3.4466e+05,3.5794e+06,0
3.4706e+05,3.6043e+06,0
3.4945e+05,3.6292e+06,0
3.5185e+05,3.6541e+06,0
3.5425e+05,3.679e+06,0
3.5664e+05,3.7039e+06,0
3.5904e+05,3.7288e+06,0
3.6143e+05,3.7536e+06,0
3.6383e+05,3.7785e+06,0
3.6623e+05,3.8034e+06,0
3.6862e+05,3.8283e+06,0
3.7102e+05,3.8532e+06,0
3.7342e+05,3.8781e+06,0
3.7581e+05,3.9029e+06,0
3.7821e+05,3.9278e+06,0
3.806e+05,3.9527e+06,0
3.83e+05,3.9776e+06,0
3.854e+05,4.0025e+06,0
3.8779e+05,4.0274e+06,0
3.9019e+05,4.0523e+06,0
3.9258e+05,4.0771e+06,0
3.9498e+05,4.102e+06,0
3.9738e+05,4.1269e+06,0
3.9977e+05,4.1518e+06,0
4.0217e+05,4.1767e+06,0
4.0456e+05,4.2016e+06,0
4.0696e+05,4.2265e+06,0
4.0936e+05,4.2513e+06,0
4.1175e+05,4.2762e+06,0
4.1415e+05,4.3011e+06,0
4.1655e+05,4.326e+06,0
4.1894e+05,4.3509e+06,0
4.2134e+05,4.3758e+06,0
4.2373e+05,4.4006e+06,0
4.2613e+05,4.4255e+06,0
4.2853e+05,4.4504e+06,0
4.3092e+05,4.4753e+06,0
4.3332e+05,4.5002e+06,0
4.3571e+05,4.5251e+06,0
4.3811e+05,4.55e+06,0
4.4051e+05,4.5748e+06,0
4.429e+05,4.5997e+06,0
4.453e+05,4.6246e+06,0
4.477e+05,4.6495e+06,0
4.5009e+05,4.6744e+06,0
4.5249e+05,4.6993e+06,0
4.5488e+05,4.7242e+06,0
4.5728e+05,4.749e+06,0
4.5968e+05,4.7739e+06,0
4.6207e+05,4.7988e+06,0
4.6447e+05,4.8237e+06,0
4.6686e+05,4.8486e+06,0
4.6926e+05,4.8735e+06,0
4.7166e+05,4.8983e+06,0
4.7405e+05,4.9232e+06,0
4.7645e+05,4.9481e+06,0
4.7885e+05,4.973e+06,0
4.8124e+05,4.9979e+06,0
4.8364e+05,5.0228e+06,0
4.8603e+05,5.0477e+06,0
4.8843e+05,5.0725e+06,0
4.9083e+05,5.0974e+06,0
4.9322e+05,5.1223e+06,0
4.9562e+05,5.1472e+06,0
4.9801e+05,5.1721e+06,0
5.0041e+05,5.197e+06,0
5.0281e+05,5.2218e+06,0
5.052e+05,5.2467e+06,0
5.076e+05,5.2716e+06,0
5.1e+05,5.2965e+06,0
5.1239e+05,5.3214e+06,0
5.1479e+05,5.3463e+06,0
5.1718e+05,5.3712e+06,0
5.1958e+05,5.396e+06,0
5.2198e+05,5.4209e+06,0
5.2437e+05,5.4458e+06,0
5.2677e+05,5.4707e+06,0
5.2916e+05,5.4956e+06,0
5.3156e+05,5.5205e+06,0
5.3396e+05,5.5454e+06,0
5.3635e+05,5.5702e+06,0
5.3875e+05,5.5951e+06,0
5.4115e+05,5.62e+06,0
5.4354e+05,5.6449e+06,0
5.4594e+05,5.6698e+06,0
5.4833e+05,5.6947e+06,0
5.5073e+05,5.7195e+06,0
5.5313e+05,5.7444e+06,0
5.5552e+05,5.7693e+06,0
5.5792e+05,5.7942e+06,0
5.6031e+05,5.8191e+06,0
5.6271e+05,5.844e+06,0
5.6511e+05,5.8689e+06,0
5.675e+05,5.8937e+06,0
5.699e+05,5.9186e+06,0
5.723e+05,5.9435e+06,0
5.7469e+05,5.9684e+06,0
5.7709e+05,5.9933e+06,0
5.7948e+05,6.0182e+06,0
5.8188e+05,6.0431e+06,0
5.8428e+05,6.0679e+06,0
5.8667e+05,6.0928e+06,0
5.8907e+05,6.1177e+06,0
5.9146e+05,6.1426e+06,0
5.9386e+05,6.1675e+06,0
5.9626e+05,6.1924e+06,0
5.9865e+05,6.2172e+06,0
6.0105e+05,6.2421e+06,0
6.0344e+05,6.267e+06,0
6.0584e+05,6.2919e+06,0
6.0824e+05,6.3168e+06,0
6.1063e+05,6.3417e+06,0
3.0252e+05,3.4578e+06,0
3.047e+05,3.4827e+06,0
3.0688e+05,3.5076e+06,0
3.0905e+05,3.5325e+06,0
3.1123e+05,3.5574e+06,0
3.1341e+05,3.5823e+06,0
3.1559e+05,3.6072e+06,0
3.1777e+05,3.6321e+06,0
3.1995e+05,3.657e+06,0
3.2213e+05,3.6819e+06,0
3.2431e+05,3.7068e+06,0
3.2649e+05,3.7317e+06,0
3.2866e+05,3.7567e+06,0
3.3084e+05,3.7816e+06,0
3.3302e+05,3.8065e+06,0
3.352e+05,3.8314e+06,0
3.3738e+05,3.8563e+06,0
3.3956e+05,3.8812e+06,0
3.4174e+05,3.9061e+06,0
3.4392e+05,3.931e+06,0
3.461e+05,3.9559e+06,0
3.4827e+05,3.9808e+06,0
3.5045e+05,4.0057e+06,0
3.5263e+05,4.0306e+06,0
3.5481e+05,4.0555e+06,0
3.5699e+05,4.0804e+06,0
3.5917e+05,4.1053e+06,0
3.6135e+05,4.1302e+06,0
3.6353e+05,4.1551e+06,0
3.6571e+05,4.18e+06,0
3.6788e+05,4.2049e+06,0
3.7006e+05,4.2298e+06,0
3.7224e+05,4.2547e+06,0
3.7442e+05,4.2797e+06,0
3.766e+05,4.3046e+06,0
3.7878e+05,4.3295e+06,0
3.8096e+05,4.3544e+06,0
3.8314e+05,4.3793e+06,0
3.8532e+05,4.4042e+06,0
3.8749e+05,4.4291e+06,0
3.8967e+05,4.454e+06,0
3.9185e+05,4.4789e+06,0
3.9403e+05,4.5038e+06,0
3.9621e+05,4.5287e+06,0
3.9839e+05,4.5536e+06,0
4.0057e+05,4.5785e+06,0
4.0275e+05,4.6034e+06,0
4.0493e+05,4.6283e+06,0
4.071e+05,4.6532e+06,0
4.0928e+05,4.6781e+06,0
4.1146e+05,4.703e+06,0
4.1364e+05,4.7279e+06,0
4.1582e+05,4.7528e+06,0
4.18e+05,4.7778e+06,0
4.2018e+05,4.8027e+06,0
4.2236e+05,4.8276e+06,0
4.2454e+05,4.8525e+06,0
4.2671e+05,4.8774e+06,0
4.2889e+05,4.9023e+06,0
4.3107e+05,4.9272e+06,0
4.3325e+05,4.9521e+06,0
4.3543e+05,4.977e+06,0
4.3761e+05,5.0019e+06,0
4.3979e+05,5.0268e+06,0
4.4197e+05,5.0517e+06,0
4.4415e+05,5.0766e+06,0
4.4632e+05,5.1015e+06,0
4.485e+05,5.1264e+06,0
4.5068e+05,5.1513e+06,0
4.5286e+05,5.1762e+06,0
4.5504e+05,5.2011e+06,0
4.5722e+05,5.226e+06,0
4.594e+05,5.2509e+06,0
4.6158e+05,5.2758e+06,0
4.6376e+05,5.3008e+06,0
4.6593e+05,5.3257e+06,0
4.6811e+05,5.3506e+06,0
4.7029e+05,5.3755e+06,0
4.7247e+05,5.4004e+06,0
4.7465e+05,5.4253e+06,0
4.7683e+05,5.4502e+06,0
4.7901e+05,5.4751e+06,0
4.8119e+05,5.5e+06,0
4.8337e+05,5.5249e+06,0
4.8554e+05,5.5498e+06,0
4.8772e+05,5.5747e+06,0
4.899e+05,5.5996e+06,0
4.9208e+05,5.6245e+06,0
4.9426e+05,5.6494e+06,0
4.9644e+05,5.6743e+06,0
4.9862e+05,5.6992e+06,0
5.008e+05,5.7241e+06,0
5.0298e+05,5.749e+06,0
5.0515e+05,5.7739e+06,0
5.0733e+05,5.7988e+06,0
5.0951e+05,5.8238e+06,0
5.1169e+05,5.8487e+06,0
5.1387e+05,5.8736e+06,0
5.1605e+05,5.8985e+06,0
5.1823e+05,5.9234e+06,0
5.2041e+05,5.9483e+06,0
5.2259e+05,5.9732e+06,0
5.2476e+05,5.9981e+06,0
5.2694e+05,6.023e+06,0
5.2912e+05,6.0479e+06,0
5.313e+05,6.0728e+06,0
5.3348e+05,6.0977e+06,0
5.3566e+05,6.1226e+06,0
5.3784e+05,6.1475e+06,0
5.4002e+05,6.1724e+06,0
5.422e+05,6.1973e+06,0
5.4437e+05,6.2222e+06,0
5.4655e+05,6.2471e+06,0
5.4873e+05,6.272e+06,0
5.5091e+05,6.2969e+06,0
5.5309e+05,6.3219e+06,0
5.5527e+05,6.3468e+06,0
2.7233e+05,3.4603e+06,0
2.7429e+05,3.4852e+06,0
2.7625e+05,3.5101e+06,0
2.7822e+05,3.5351e+06,0
2.8018e+05,3.56e+06,0
2.8214e+05,3.5849e+06,0
2.841e+05,3.6098e+06,0
2.8606e+05,3.6348e+06,0
2.8802e+05,3.6597e+06,0
2.8998e+05,3.6846e+06,0
2.9195e+05,3.7095e+06,0
2.9391e+05,3.7345e+06,0
2.9587e+05,3.7594e+06,0
2.9783e+05,3.7843e+06,0
2.9979e+05,3.8092e+06,0
3.0175e+05,3.8341e+06,0
3.0372e+05,3.8591e+06,0
3.0568e+05,3.884e+06,0
3.0764e+05,3.9089e+06,0
3.096e+05,3.9338e+06,0
3.1156e+05,3.9588e+06,0
3.1352e+05,3.9837e+06,0
3.1548e+05,4.0086e+06,0
3.1745e+05,4.0335e+06,0
3.1941e+05,4.0585e+06,0
3.2137e+05,4.0834e+06,0
3.2333e+05,4.1083e+06,0
3.2529e+05,4.1332e+06,0
3.2725e+05,4.1581e+06,0
3.2921e+05,4.1831e+06,0
3.3118e+05,4.208e+06,0
3.3314e+05,4.2329e+06,0
3.351e+05,4.2578e+06,0
3.3706e+05,4.2828e+06,0
3.3902e+05,4.3077e+06,0
3.4098e+05,4.3326e+06,0
3.4294e+05,4.3575e+06,0
3.4491e+05,4.3824e+06,0
3.4687e+05,4.4074e+06,0
3.4883e+05,4.4323e+06,0
3.5079e+05,4.4572e+06,0
3.5275e+05,4.4821e+06,0
3.5471e+05,4.5071e+06,0
3.5668e+05,4.532e+06,0
3.5864e+05,4.5569e+06,0
3.606e+05,4.5818e+06,0
3.6256e+05,4.6068e+06,0
3.6452e+05,4.6317e+06,0
3.6648e+05,4.6566e+06,0
3.6844e+05,4.6815e+06,0
3.7041e+05,4.7064e+06,0
3.7237e+05,4.7314e+06,0
3.7433e+05,4.7563e+06,0
3.7629e+05,4.7812e+06,0
3.7825e+05,4.8061e+06,0
3.8021e+05,4.8311e+06,0
3.8217e+05,4.856e+06,0
3.8414e+05,4.8809e+06,0
3.861e+05,4.9058e+06,0
3.8806e+05,4.9308e+06,0
3.9002e+05,4.9557e+06,0
3.9198e+05,4.9806e+06,0
3.9394e+05,5.0055e+06,0
3.959e+05,5.0304e+06,0
3.9787e+05,5.0554e+06,0
3.9983e+05,5.0803e+06,0
4.0179e+05,5.1052e+06,0
4.0375e+05,5.1301e+06,0
4.0571e+05,5.1551e+06,0
4.0767e+05,5.18e+06,0
4.0963e+05,5.2049e+06,0
4.116e+05,5.2298e+06,0
4.1356e+05,5.2548e+06,0
4.1552e+05,5.2797e+06,0
4.1748e+05,5.3046e+06,0
4.1944e+05,5.3295e+06,0
4.214e+05,5.3544e+06,0
4.2337e+05,5.3794e+06,0
4.2533e+05,5.4043e+06,0
4.2729e+05,5.4292e+06,0
4.2925e+05,5.4541e+06,0
4.3121e+05,5.4791e+06,0
4.3317e+05,5.504e+06,0
4.3513e+05,5.5289e+06,0
4.371e+05,5.5538e+06,0
4.3906e+05,5.5787e+06,0
4.4102e+05,5.6037e+06,0
4.4298e+05,5.6286e+06,0
4.4494e+05,5.6535e+06,0
4.469e+05,5.6784e+06,0
4.4886e+05,5.7034e+06,0
4.5083e+05,5.7283e+06,0
4.5279e+05,5.7532e+06,0
4.5475e+05,5.7781e+06,0
4.5671e+05,5.8031e+06,0
4.5867e+05,5.828e+06,0
4.6063e+05,5.8529e+06,0
4.6259e+05,5.8778e+06,0
4.6456e+05,5.9027e+06,0
4.6652e+05,5.9277e+06,0
4.6848e+05,5.9526e+06,0
4.7044e+05,5.9775e+06,0
4.724e+05,6.0024e+06,0
4.7436e+05,6.0274e+06,0
4.7633e+05,6.0523e+06,0
4.7829e+05,6.0772e+06,0
4.8025e+05,6.1021e+06,0
4.8221e+05,6.1271e+06,0
4.8417e+05,6.152e+06,0
4.8613e+05,6.1769e+06,0
4.8809e+05,6.2018e+06,0
4.9006e+05,6.2267e+06,0
4.9202e+05,6.2517e+06,0
4.9398e+05,6.2766e+06,0
4.9594e+05,6.3015e+06,0
4.979e+05,6.3264e+06,0
4.9986e+05,6.3514e+06,0
2.4212e+05,3.4625e+06,0
2.4387e+05,3.4875e+06,0
2.4561e+05,3.5124e+06,0
2.4736e+05,3.5374e+06,0
2.491e+05,3.5623e+06,0
2.5084e+05,3.5872e+06,0
2.5259e+05,3.6122e+06,0
2.5433e+05,3.6371e+06,0
2.5608e+05,3.6621e+06,0
2.5782e+05,3.687e+06,0
2.5956e+05,3.7119e+06,0
2.6131e+05,3.7369e+06,0
2.6305e+05,3.7618e+06,0
2.648e+05,3.7868e+06,0
2.6654e+05,3.8117e+06,0
2.6828e+05,3.8366e+06,0
2.7003e+05,3.8616e+06,0
2.7177e+05,3.8865e+06,0
2.7352e+05,3.9114e+06,0
2.7526e+05,3.9364e+06,0
2.77e+05,3.9613e+06,0
2.7875e+05,3.9863e+06,0
2.8049e+05,4.0112e+06,0
2.8223e+05,4.0361e+06,0
2.8398e+05,4.0611e+06,0
2.8572e+05,4.086e+06,0
2.8747e+05,4.111e+06,0
2.8921e+05,4.1359e+06,0
2.9095e+05,4.1608e+06,0
2.927e+05,4.1858e+06,0
2.9444e+05,4.2107e+06,0
2.9619e+05,4.2357e+06,0
2.9793e+05,4.2606e+06,0
2.9967e+05,4.2855e+06,0
3.0142e+05,4.3105e+06,0
3.0316e+05,4.3354e+06,0
3.0491e+05,4.3604e+06,0
3.0665e+05,4.3853e+06,0
3.0839e+05,4.4102e+06,0
3.1014e+05,4.4352e+06,0
3.1188e+05,4.4601e+06,0
3.1363e+05,4.485e+06,0
3.1537e+05,4.51e+06,0
3.1711e+05,4.5349e+06,0
3.1886e+05,4.5599e+06,0
3.206e+05,4.5848e+06,0
3.2234e+05,4.6097e+06,0
3.2409e+05,4.6347e+06,0
3.2583e+05,4.6596e+06,0
3.2758e+05,4.6846e+06,0
3.2932e+05,4.7095e+06,0
3.3106e+05,4.7344e+06,0
3.3281e+05,4.7594e+06,0
3.3455e+05,4.7843e+06,0
3.363e+05,4.8093e+06,0
3.3804e+05,4.8342e+06,0
3.3978e+05,4.8591e+06,0
3.4153e+05,4.8841e+06,0
3.4327e+05,4.909e+06,0
3.4502e+05,4.934e+06,0
3.4676e+05,4.9589e+06,0
3.485e+05,4.9838e+06,0
3.5025e+05,5.0088e+06,0
3.5199e+05,5.0337e+06,0
3.5374e+05,5.0586e+06,0
3.5548e+05,5.0836e+06,0
3.5722e+05,5.1085e+06,0
3.5897e+05,5.1335e+06,0
3.6071e+05,5.1584e+06,0
3.6245e+05,5.1833e+06,0
3.642e+05,5.2083e+06,0
3.6594e+05,5.2332e+06,0
3.6769e+05,5.2582e+06,0
3.6943e+05,5.2831e+06,0
3.7117e+05,5.308e+06,0
3.7292e+05,5.333e+06,0
3.7466e+05,5.3579e+06,0
3.7641e+05,5.3829e+06,0
3.7815e+05,5.4078e+06,0
3.7989e+05,5.4327e+06,0
3.8164e+05,5.4577e+06,0
3.8338e+05,5.4826e+06,0
3.8513e+05,5.5076e+06,0
3.8687e+05,5.5325e+06,0
3.8861e+05,5.5574e+06,0
3.9036e+05,5.5824e+06,0
3.921e+05,5.6073e+06,0
3.9385e+05,5.6322e+06,0
3.9559e+05,5.6572e+06,0
3.9733e+05,5.6821e+06,0
3.9908e+05,5.7071e+06,0
4.0082e+05,5.732e+06,0
4.0256e+05,5.7569e+06,0
4.0431e+05,5.7819e+06,0
4.0605e+05,5.8068e+06,0
4.078e+05,5.8318e+06,0
4.0954e+05,5.8567e+06,0
4.1128e+05,5.8816e+06,0
4.1303e+05,5.9066e+06,0
4.1477e+05,5.9315e+06,0
4.1652e+05,5.9565e+06,0
4.1826e+05,5.9814e+06,0
4.2e+05,6.0063e+06,0
4.2175e+05,6.0313e+06,0
4.2349e+05,6.0562e+06,0
4.2524e+05,6.0812e+06,0
4.2698e+05,6.1061e+06,0
4.2872e+05,6.131e+06,0
4.3047e+05,6.156e+06,0
4.3221e+05,6.1809e+06,0
4.3396e+05,6.2058e+06,0
4.357e+05,6.2308e+06,0
4.3744e+05,6.2557e+06,0
4.3919e+05,6.2807e+06,0
4.4093e+05,6.3056e+06,0
4.4267e+05,6.3305e+06,0
4.4442e+05,6.3555e+06,0
2.119e+05,3.4645e+06,0
2.1343e+05,3.4895e+06,0
2.1495e+05,3.5144e+06,0
2.1648e+05,3.5394e+06,0
2.18e+05,3.5643e+06,0
2.1953e+05,3.5893e+06,0
2.2106e+05,3.6142e+06,0
2.2258e+05,3.6392e+06,0
2.2411e+05,3.6642e+06,0
