#Normals:0,Normals:1,Normals:2,x,y,z
0.96303,-0.26165,-0.06407,5.9429e+06,-1.6146e+06,-3.9538e+05
0.96206,-0.26138,-0.078282,5.9368e+06,-1.613e+06,-4.8308e+05
0.96088,-0.26107,-0.092477,5.9296e+06,-1.611e+06,-5.7068e+05
0.95951,-0.26069,-0.10665,5.9212e+06,-1.6087e+06,-6.5816e+05
0.95795,-0.26027,-0.12081,5.9115e+06,-1.6061e+06,-7.4551e+05
0.95619,-0.25979,-0.13494,5.9007e+06,-1.6032e+06,-8.3271e+05
0.95424,-0.25926,-0.14904,5.8886e+06,-1.5999e+06,-9.1974e+05
0.95209,-0.25868,-0.16312,5.8754e+06,-1.5963e+06,-1.0066e+06
0.94975,-0.25804,-0.17715,5.8609e+06,-1.5924e+06,-1.0932e+06
0.94722,-0.25735,-0.19116,5.8453e+06,-1.5881e+06,-1.1796e+06
0.9445,-0.25661,-0.20512,5.8285e+06,-1.5836e+06,-1.2658e+06
0.94158,-0.25582,-0.21905,5.8105e+06,-1.5787e+06,-1.3517e+06
0.93847,-0.25498,-0.23293,5.7913e+06,-1.5735e+06,-1.4374e+06
0.93518,-0.25408,-0.24676,5.771e+06,-1.5679e+06,-1.5227e+06
0.93169,-0.25313,-0.26054,5.7494e+06,-1.5621e+06,-1.6078e+06
0.92801,-0.25214,-0.27427,5.7268e+06,-1.5559e+06,-1.6925e+06
0.92415,-0.25109,-0.28794,5.7029e+06,-1.5494e+06,-1.7769e+06
0.92009,-0.24998,-0.30155,5.6779e+06,-1.5427e+06,-1.8609e+06
0.91585,-0.24883,-0.31511,5.6517e+06,-1.5355e+06,-1.9445e+06
0.91143,-0.24763,-0.3286,5.6244e+06,-1.5281e+06,-2.0278e+06
0.90682,-0.24638,-0.34202,5.596e+06,-1.5204e+06,-2.1106e+06
0.91017,-0.23369,0.34202,5.6167e+06,-1.4421e+06,2.1106e+06
0.9148,-0.23488,0.3286,5.6452e+06,-1.4494e+06,2.0278e+06
0.91924,-0.23602,0.31511,5.6726e+06,-1.4565e+06,1.9445e+06
0.92349,-0.23711,0.30155,5.6989e+06,-1.4632e+06,1.8609e+06
0.92756,-0.23816,0.28794,5.724e+06,-1.4697e+06,1.7769e+06
0.93144,-0.23915,0.27427,5.7479e+06,-1.4758e+06,1.6925e+06
0.93513,-0.2401,0.26054,5.7707e+06,-1.4817e+06,1.6078e+06
0.93863,-0.241,0.24676,5.7923e+06,-1.4872e+06,1.5227e+06
0.94194,-0.24185,0.23293,5.8127e+06,-1.4925e+06,1.4374e+06
0.94506,-0.24265,0.21905,5.832e+06,-1.4974e+06,1.3517e+06
0.94799,-0.2434,0.20512,5.85e+06,-1.502e+06,1.2658e+06
0.95072,-0.2441,0.19116,5.8669e+06,-1.5064e+06,1.1796e+06
0.95326,-0.24476,0.17715,5.8826e+06,-1.5104e+06,1.0932e+06
0.95561,-0.24536,0.16312,5.8971e+06,-1.5141e+06,1.0066e+06
0.95776,-0.24591,0.14904,5.9104e+06,-1.5175e+06,9.1974e+05
0.95972,-0.24642,0.13494,5.9225e+06,-1.5206e+06,8.3271e+05
0.96149,-0.24687,0.12081,5.9333e+06,-1.5234e+06,7.4551e+05
0.96306,-0.24727,0.10665,5.943e+06,-1.5259e+06,6.5816e+05
0.96443,-0.24762,0.092477,5.9515e+06,-1.5281e+06,5.7068e+05
0.96561,-0.24793,0.078282,5.9588e+06,-1.53e+06,4.8308e+05
0.96659,-0.24818,0.06407,5.9648e+06,-1.5315e+06,3.9538e+05
0.96738,-0.24838,0.049846,5.9697e+06,-1.5328e+06,3.076e+05
0.96797,-0.24853,0.035611,5.9733e+06,-1.5337e+06,2.1976e+05
0.96836,-0.24863,0.02137,5.9758e+06,-1.5343e+06,1.3187e+05
0.96856,-0.24868,0.0071237,5.977e+06,-1.5346e+06,43961
0.96856,-0.24868,-0.0071237,5.977e+06,-1.5346e+06,-43961
0.96836,-0.24863,-0.02137,5.9758e+06,-1.5343e+06,-1.3187e+05
0.96797,-0.24853,-0.035611,5.9733e+06,-1.5337e+06,-2.1976e+05
0.96738,-0.24838,-0.049846,5.9697e+06,-1.5328e+06,-3.076e+05
0.96659,-0.24818,-0.06407,5.9648e+06,-1.5315e+06,-3.9538e+05
0.96561,-0.24793,-0.078282,5.9588e+06,-1.53e+06,-4.8308e+05
0.96443,-0.24762,-0.092477,5.9515e+06,-1.5281e+06,-5.7068e+05
0.96306,-0.24727,-0.10665,5.943e+06,-1.5259e+06,-6.5816e+05
0.96149,-0.24687,-0.12081,5.9333e+06,-1.5234e+06,-7.4551e+05
0.95972,-0.24642,-0.13494,5.9225e+06,-1.5206e+06,-8.3271e+05
0.95776,-0.24591,-0.14904,5.9104e+06,-1.5175e+06,-9.1974e+05
0.95561,-0.24536,-0.16312,5.8971e+06,-1.5141e+06,-1.0066e+06
0.95326,-0.24476,-0.17715,5.8826e+06,-1.5104e+06,-1.0932e+06
0.95072,-0.2441,-0.19116,5.8669e+06,-1.5064e+06,-1.1796e+06
0.94799,-0.2434,-0.20512,5.85e+06,-1.502e+06,-1.2658e+06
0.94506,-0.24265,-0.21905,5.832e+06,-1.4974e+06,-1.3517e+06
0.94194,-0.24185,-0.23293,5.8127e+06,-1.4925e+06,-1.4374e+06
0.93863,-0.241,-0.24676,5.7923e+06,-1.4872e+06,-1.5227e+06
0.93513,-0.2401,-0.26054,5.7707e+06,-1.4817e+06,-1.6078e+06
0.93144,-0.23915,-0.27427,5.7479e+06,-1.4758e+06,-1.6925e+06
0.92756,-0.23816,-0.28794,5.724e+06,-1.4697e+06,-1.7769e+06
0.92349,-0.23711,-0.30155,5.6989e+06,-1.4632e+06,-1.8609e+06
0.91924,-0.23602,-0.31511,5.6726e+06,-1.4565e+06,-1.9445e+06
0.9148,-0.23488,-0.3286,5.6452e+06,-1.4494e+06,-2.0278e+06
0.91017,-0.23369,-0.34202,5.6167e+06,-1.4421e+06,-2.1106e+06
0.91334,-0.22096,0.34202,5.6362e+06,-1.3636e+06,2.1106e+06
0.91799,-0.22208,0.3286,5.6649e+06,-1.3705e+06,2.0278e+06
0.92245,-0.22316,0.31511,5.6924e+06,-1.3771e+06,1.9445e+06
0.92672,-0.2242,0.30155,5.7188e+06,-1.3835e+06,1.8609e+06
0.9308,-0.22518,0.28794,5.7439e+06,-1.3896e+06,1.7769e+06
0.93469,-0.22613,0.27427,5.768e+06,-1.3954e+06,1.6925e+06
0.93839,-0.22702,0.26054,5.7908e+06,-1.4009e+06,1.6078e+06
0.94191,-0.22787,0.24676,5.8125e+06,-1.4062e+06,1.5227e+06
0.94523,-0.22867,0.23293,5.833e+06,-1.4111e+06,1.4374e+06
0.94836,-0.22943,0.21905,5.8523e+06,-1.4158e+06,1.3517e+06
0.95129,-0.23014,0.20512,5.8704e+06,-1.4202e+06,1.2658e+06
0.95404,-0.23081,0.19116,5.8874e+06,-1.4243e+06,1.1796e+06
0.95659,-0.23142,0.17715,5.9031e+06,-1.4281e+06,1.0932e+06
0.95894,-0.23199,0.16312,5.9176e+06,-1.4316e+06,1.0066e+06
0.9611,-0.23252,0.14904,5.931e+06,-1.4349e+06,9.1974e+05
0.96307,-0.23299,0.13494,5.9431e+06,-1.4378e+06,8.3271e+05
0.96484,-0.23342,0.12081,5.954e+06,-1.4404e+06,7.4551e+05
0.96642,-0.2338,0.10665,5.9638e+06,-1.4428e+06,6.5816e+05
0.9678,-0.23413,0.092477,5.9723e+06,-1.4448e+06,5.7068e+05
0.96898,-0.23442,0.078282,5.9796e+06,-1.4466e+06,4.8308e+05
0.96996,-0.23466,0.06407,5.9856e+06,-1.4481e+06,3.9538e+05
0.97075,-0.23485,0.049846,5.9905e+06,-1.4493e+06,3.076e+05
0.97134,-0.23499,0.035611,5.9942e+06,-1.4501e+06,2.1976e+05
0.97174,-0.23509,0.02137,5.9966e+06,-1.4507e+06,1.3187e+05
0.97194,-0.23514,0.0071237,5.9978e+06,-1.451e+06,43961
0.97194,-0.23514,-0.0071237,5.9978e+06,-1.451e+06,-43961
0.97174,-0.23509,-0.02137,5.9966e+06,-1.4507e+06,-1.3187e+05
0.97134,-0.23499,-0.035611,5.9942e+06,-1.4501e+06,-2.1976e+05
0.97075,-0.23485,-0.049846,5.9905e+06,-1.4493e+06,-3.076e+05
0.96996,-0.23466,-0.06407,5.9856e+06,-1.4481e+06,-3.9538e+05
0.96898,-0.23442,-0.078282,5.9796e+06,-1.4466e+06,-4.8308e+05
0.9678,-0.23413,-0.092477,5.9723e+06,-1.4448e+06,-5.7068e+05
0.96642,-0.2338,-0.10665,5.9638e+06,-1.4428e+06,-6.5816e+05
0.96484,-0.23342,-0.12081,5.954e+06,-1.4404e+06,-7.4551e+05
0.96307,-0.23299,-0.13494,5.9431e+06,-1.4378e+06,-8.3271e+05
0.9611,-0.23252,-0.14904,5.931e+06,-1.4349e+06,-9.1974e+05
0.95894,-0.23199,-0.16312,5.9176e+06,-1.4316e+06,-1.0066e+06
0.95659,-0.23142,-0.17715,5.9031e+06,-1.4281e+06,-1.0932e+06
0.95404,-0.23081,-0.19116,5.8874e+06,-1.4243e+06,-1.1796e+06
0.95129,-0.23014,-0.20512,5.8704e+06,-1.4202e+06,-1.2658e+06
0.94836,-0.22943,-0.21905,5.8523e+06,-1.4158e+06,-1.3517e+06
0.94523,-0.22867,-0.23293,5.833e+06,-1.4111e+06,-1.4374e+06
0.94191,-0.22787,-0.24676,5.8125e+06,-1.4062e+06,-1.5227e+06
0.93839,-0.22702,-0.26054,5.7908e+06,-1.4009e+06,-1.6078e+06
0.93469,-0.22613,-0.27427,5.768e+06,-1.3954e+06,-1.6925e+06
0.9308,-0.22518,-0.28794,5.7439e+06,-1.3896e+06,-1.7769e+06
0.92672,-0.2242,-0.30155,5.7188e+06,-1.3835e+06,-1.8609e+06
0.92245,-0.22316,-0.31511,5.6924e+06,-1.3771e+06,-1.9445e+06
0.91799,-0.22208,-0.3286,5.6649e+06,-1.3705e+06,-2.0278e+06
0.91334,-0.22096,-0.34202,5.6362e+06,-1.3636e+06,-2.1106e+06
0.91634,-0.20819,0.34202,5.6547e+06,-1.2847e+06,2.1106e+06
0.921,-0.20925,0.3286,5.6835e+06,-1.2913e+06,2.0278e+06
0.92547,-0.21026,0.31511,5.7111e+06,-1.2975e+06,1.9445e+06
0.92975,-0.21124,0.30155,5.7375e+06,-1.3035e+06,1.8609e+06
0.93385,-0.21217,0.28794,5.7628e+06,-1.3093e+06,1.7769e+06
0.93776,-0.21305,0.27427,5.7869e+06,-1.3147e+06,1.6925e+06
0.94147,-0.2139,0.26054,5.8098e+06,-1.32e+06,1.6078e+06
0.945,-0.2147,0.24676,5.8316e+06,-1.3249e+06,1.5227e+06
0.94833,-0.21545,0.23293,5.8521e+06,-1.3296e+06,1.4374e+06
0.95147,-0.21617,0.21905,5.8715e+06,-1.334e+06,1.3517e+06
0.95441,-0.21684,0.20512,5.8897e+06,-1.3381e+06,1.2658e+06
0.95717,-0.21746,0.19116,5.9067e+06,-1.342e+06,1.1796e+06
0.95973,-0.21804,0.17715,5.9225e+06,-1.3456e+06,1.0932e+06
0.96209,-0.21858,0.16312,5.9371e+06,-1.3489e+06,1.0066e+06
0.96426,-0.21907,0.14904,5.9504e+06,-1.3519e+06,9.1974e+05
0.96623,-0.21952,0.13494,5.9626e+06,-1.3547e+06,8.3271e+05
0.96801,-0.21993,0.12081,5.9736e+06,-1.3572e+06,7.4551e+05
0.96959,-0.22028,0.10665,5.9833e+06,-1.3594e+06,6.5816e+05
0.97097,-0.2206,0.092477,5.9919e+06,-1.3613e+06,5.7068e+05
0.97216,-0.22087,0.078282,5.9992e+06,-1.363e+06,4.8308e+05
0.97315,-0.22109,0.06407,6.0053e+06,-1.3644e+06,3.9538e+05
0.97394,-0.22127,0.049846,6.0102e+06,-1.3655e+06,3.076e+05
0.97453,-0.22141,0.035611,6.0138e+06,-1.3663e+06,2.1976e+05
0.97493,-0.2215,0.02137,6.0163e+06,-1.3669e+06,1.3187e+05
0.97512,-0.22154,0.0071237,6.0175e+06,-1.3671e+06,43961
0.97512,-0.22154,-0.0071237,6.0175e+06,-1.3671e+06,-43961
0.97493,-0.2215,-0.02137,6.0163e+06,-1.3669e+06,-1.3187e+05
0.97453,-0.22141,-0.035611,6.0138e+06,-1.3663e+06,-2.1976e+05
0.97394,-0.22127,-0.049846,6.0102e+06,-1.3655e+06,-3.076e+05
0.97315,-0.22109,-0.06407,6.0053e+06,-1.3644e+06,-3.9538e+05
0.97216,-0.22087,-0.078282,5.9992e+06,-1.363e+06,-4.8308e+05
0.97097,-0.2206,-0.092477,5.9919e+06,-1.3613e+06,-5.7068e+05
0.96959,-0.22028,-0.10665,5.9833e+06,-1.3594e+06,-6.5816e+05
0.96801,-0.21993,-0.12081,5.9736e+06,-1.3572e+06,-7.4551e+05
0.96623,-0.21952,-0.13494,5.9626e+06,-1.3547e+06,-8.3271e+05
0.96426,-0.21907,-0.14904,5.9504e+06,-1.3519e+06,-9.1974e+05
0.96209,-0.21858,-0.16312,5.9371e+06,-1.3489e+06,-1.0066e+06
0.95973,-0.21804,-0.17715,5.9225e+06,-1.3456e+06,-1.0932e+06
0.95717,-0.21746,-0.19116,5.9067e+06,-1.342e+06,-1.1796e+06
0.95441,-0.21684,-0.20512,5.8897e+06,-1.3381e+06,-1.2658e+06
0.95147,-0.21617,-0.21905,5.8715e+06,-1.334e+06,-1.3517e+06
0.94833,-0.21545,-0.23293,5.8521e+06,-1.3296e+06,-1.4374e+06
0.945,-0.2147,-0.24676,5.8316e+06,-1.3249e+06,-1.5227e+06
0.94147,-0.2139,-0.26054,5.8098e+06,-1.32e+06,-1.6078e+06
0.93776,-0.21305,-0.27427,5.7869e+06,-1.3147e+06,-1.6925e+06
0.93385,-0.21217,-0.28794,5.7628e+06,-1.3093e+06,-1.7769e+06
0.92975,-0.21124,-0.30155,5.7375e+06,-1.3035e+06,-1.8609e+06
0.92547,-0.21026,-0.31511,5.7111e+06,-1.2975e+06,-1.9445e+06
0.921,-0.20925,-0.3286,5.6835e+06,-1.2913e+06,-2.0278e+06
0.91634,-0.20819,-0.34202,5.6547e+06,-1.2847e+06,-2.1106e+06
0.91916,-0.19537,0.34202,5.6721e+06,-1.2056e+06,2.1106e+06
0.92383,-0.19637,0.3286,5.701e+06,-1.2118e+06,2.0278e+06
0.92832,-0.19732,0.31511,5.7286e+06,-1.2177e+06,1.9445e+06
0.93261,-0.19823,0.30155,5.7552e+06,-1.2233e+06,1.8609e+06
0.93672,-0.19911,0.28794,5.7805e+06,-1.2287e+06,1.7769e+06
0.94064,-0.19994,0.27427,5.8047e+06,-1.2338e+06,1.6925e+06
0.94437,-0.20073,0.26054,5.8277e+06,-1.2387e+06,1.6078e+06
0.9479,-0.20148,0.24676,5.8495e+06,-1.2433e+06,1.5227e+06
0.95124,-0.20219,0.23293,5.8701e+06,-1.2477e+06,1.4374e+06
0.95439,-0.20286,0.21905,5.8896e+06,-1.2519e+06,1.3517e+06
0.95735,-0.20349,0.20512,5.9078e+06,-1.2557e+06,1.2658e+06
0.96011,-0.20408,0.19116,5.9248e+06,-1.2594e+06,1.1796e+06
0.96268,-0.20462,0.17715,5.9407e+06,-1.2627e+06,1.0932e+06
0.96505,-0.20513,0.16312,5.9553e+06,-1.2658e+06,1.0066e+06
0.96722,-0.20559,0.14904,5.9687e+06,-1.2687e+06,9.1974e+05
0.9692,-0.20601,0.13494,5.9809e+06,-1.2713e+06,8.3271e+05
0.97098,-0.20639,0.12081,5.9919e+06,-1.2736e+06,7.4551e+05
0.97257,-0.20673,0.10665,6.0017e+06,-1.2757e+06,6.5816e+05
0.97396,-0.20702,0.092477,6.0103e+06,-1.2775e+06,5.7068e+05
0.97515,-0.20727,0.078282,6.0176e+06,-1.2791e+06,4.8308e+05
0.97614,-0.20748,0.06407,6.0237e+06,-1.2804e+06,3.9538e+05
0.97693,-0.20765,0.049846,6.0286e+06,-1.2814e+06,3.076e+05
0.97753,-0.20778,0.035611,6.0323e+06,-1.2822e+06,2.1976e+05
0.97792,-0.20786,0.02137,6.0348e+06,-1.2827e+06,1.3187e+05
0.97812,-0.20791,0.0071237,6.036e+06,-1.283e+06,43961
0.97812,-0.20791,-0.0071237,6.036e+06,-1.283e+06,-43961
0.97792,-0.20786,-0.02137,6.0348e+06,-1.2827e+06,-1.3187e+05
0.97753,-0.20778,-0.035611,6.0323e+06,-1.2822e+06,-2.1976e+05
0.97693,-0.20765,-0.049846,6.0286e+06,-1.2814e+06,-3.076e+05
0.97614,-0.20748,-0.06407,6.0237e+06,-1.2804e+06,-3.9538e+05
0.97515,-0.20727,-0.078282,6.0176e+06,-1.2791e+06,-4.8308e+05
0.97396,-0.20702,-0.092477,6.0103e+06,-1.2775e+06,-5.7068e+05
0.97257,-0.20673,-0.10665,6.0017e+06,-1.2757e+06,-6.5816e+05
0.97098,-0.20639,-0.12081,5.9919e+06,-1.2736e+06,-7.4551e+05
0.9692,-0.20601,-0.13494,5.9809e+06,-1.2713e+06,-8.3271e+05
0.96722,-0.20559,-0.14904,5.9687e+06,-1.2687e+06,-9.1974e+05
0.96505,-0.20513,-0.16312,5.9553e+06,-1.2658e+06,-1.0066e+06
0.96268,-0.20462,-0.17715,5.9407e+06,-1.2627e+06,-1.0932e+06
0.96011,-0.20408,-0.19116,5.9248e+06,-1.2594e+06,-1.1796e+06
0.95735,-0.20349,-0.20512,5.9078e+06,-1.2557e+06,-1.2658e+06
0.95439,-0.20286,-0.21905,5.8896e+06,-1.2519e+06,-1.3517e+06
0.95124,-0.20219,-0.23293,5.8701e+06,-1.2477e+06,-1.4374e+06
0.9479,-0.20148,-0.24676,5.8495e+06,-1.2433e+06,-1.5227e+06
0.94437,-0.20073,-0.26054,5.8277e+06,-1.2387e+06,-1.6078e+06
0.94064,-0.19994,-0.27427,5.8047e+06,-1.2338e+06,-1.6925e+06
0.93672,-0.19911,-0.28794,5.7805e+06,-1.2287e+06,-1.7769e+06
0.93261,-0.19823,-0.30155,5.7552e+06,-1.2233e+06,-1.8609e+06
0.92832,-0.19732,-0.31511,5.7286e+06,-1.2177e+06,-1.9445e+06
0.92383,-0.19637,-0.3286,5.701e+06,-1.2118e+06,-2.0278e+06
0.91916,-0.19537,-0.34202,5.6721e+06,-1.2056e+06,-2.1106e+06
0.9218,-0.18252,0.34202,5.6884e+06,-1.1263e+06,2.1106e+06
0.92648,-0.18345,0.3286,5.7173e+06,-1.1321e+06,2.0278e+06
0.93098,-0.18434,0.31511,5.7451e+06,-1.1376e+06,1.9445e+06
0.93529,-0.18519,0.30155,5.7717e+06,-1.1428e+06,1.8609e+06
0.93941,-0.18601,0.28794,5.7971e+06,-1.1479e+06,1.7769e+06
0.94334,-0.18679,0.27427,5.8213e+06,-1.1527e+06,1.6925e+06
0.94708,-0.18753,0.26054,5.8444e+06,-1.1572e+06,1.6078e+06
0.95062,-0.18823,0.24676,5.8663e+06,-1.1616e+06,1.5227e+06
0.95397,-0.18889,0.23293,5.887e+06,-1.1657e+06,1.4374e+06
0.95713,-0.18952,0.21905,5.9065e+06,-1.1695e+06,1.3517e+06
0.9601,-0.1901,0.20512,5.9248e+06,-1.1731e+06,1.2658e+06
0.96287,-0.19065,0.19116,5.9418e+06,-1.1765e+06,1.1796e+06
0.96544,-0.19116,0.17715,5.9577e+06,-1.1797e+06,1.0932e+06
0.96782,-0.19163,0.16312,5.9724e+06,-1.1826e+06,1.0066e+06
0.97,-0.19206,0.14904,5.9859e+06,-1.1852e+06,9.1974e+05
0.97198,-0.19246,0.13494,5.9981e+06,-1.1877e+06,8.3271e+05
0.97377,-0.19281,0.12081,6.0091e+06,-1.1898e+06,7.4551e+05
0.97536,-0.19313,0.10665,6.0189e+06,-1.1918e+06,6.5816e+05
0.97675,-0.1934,0.092477,6.0275e+06,-1.1935e+06,5.7068e+05
0.97794,-0.19364,0.078282,6.0349e+06,-1.1949e+06,4.8308e+05
0.97894,-0.19384,0.06407,6.041e+06,-1.1962e+06,3.9538e+05
0.97974,-0.19399,0.049846,6.0459e+06,-1.1971e+06,3.076e+05
0.98033,-0.19411,0.035611,6.0496e+06,-1.1979e+06,2.1976e+05
0.98073,-0.19419,0.02137,6.0521e+06,-1.1983e+06,1.3187e+05
0.98093,-0.19423,0.0071237,6.0533e+06,-1.1986e+06,43961
0.98093,-0.19423,-0.0071237,6.0533e+06,-1.1986e+06,-43961
0.98073,-0.19419,-0.02137,6.0521e+06,-1.1983e+06,-1.3187e+05
0.98033,-0.19411,-0.035611,6.0496e+06,-1.1979e+06,-2.1976e+05
0.97974,-0.19399,-0.049846,6.0459e+06,-1.1971e+06,-3.076e+05
0.97894,-0.19384,-0.06407,6.041e+06,-1.1962e+06,-3.9538e+05
0.97794,-0.19364,-0.078282,6.0349e+06,-1.1949e+06,-4.8308e+05
0.97675,-0.1934,-0.092477,6.0275e+06,-1.1935e+06,-5.7068e+05
0.97536,-0.19313,-0.10665,6.0189e+06,-1.1918e+06,-6.5816e+05
0.97377,-0.19281,-0.12081,6.0091e+06,-1.1898e+06,-7.4551e+05
0.97198,-0.19246,-0.13494,5.9981e+06,-1.1877e+06,-8.3271e+05
0.97,-0.19206,-0.14904,5.9859e+06,-1.1852e+06,-9.1974e+05
0.96782,-0.19163,-0.16312,5.9724e+06,-1.1826e+06,-1.0066e+06
0.96544,-0.19116,-0.17715,5.9577e+06,-1.1797e+06,-1.0932e+06
0.96287,-0.19065,-0.19116,5.9418e+06,-1.1765e+06,-1.1796e+06
0.9601,-0.1901,-0.20512,5.9248e+06,-1.1731e+06,-1.2658e+06
0.95713,-0.18952,-0.21905,5.9065e+06,-1.1695e+06,-1.3517e+06
0.95397,-0.18889,-0.23293,5.887e+06,-1.1657e+06,-1.4374e+06
0.95062,-0.18823,-0.24676,5.8663e+06,-1.1616e+06,-1.5227e+06
0.94708,-0.18753,-0.26054,5.8444e+06,-1.1572e+06,-1.6078e+06
0.94334,-0.18679,-0.27427,5.8213e+06,-1.1527e+06,-1.6925e+06
0.93941,-0.18601,-0.28794,5.7971e+06,-1.1479e+06,-1.7769e+06
0.93529,-0.18519,-0.30155,5.7717e+06,-1.1428e+06,-1.8609e+06
0.93098,-0.18434,-0.31511,5.7451e+06,-1.1376e+06,-1.9445e+06
0.92648,-0.18345,-0.3286,5.7173e+06,-1.1321e+06,-2.0278e+06
0.9218,-0.18252,-0.34202,5.6884e+06,-1.1263e+06,-2.1106e+06
0.92425,-0.16963,0.34202,5.7036e+06,-1.0468e+06,2.1106e+06
0.92895,-0.17049,0.3286,5.7326e+06,-1.0521e+06,2.0278e+06
0.93346,-0.17132,0.31511,5.7604e+06,-1.0572e+06,1.9445e+06
0.93779,-0.17212,0.30155,5.7871e+06,-1.0621e+06,1.8609e+06
0.94192,-0.17287,0.28794,5.8126e+06,-1.0668e+06,1.7769e+06
0.94585,-0.1736,0.27427,5.8369e+06,-1.0713e+06,1.6925e+06
0.9496,-0.17428,0.26054,5.86e+06,-1.0755e+06,1.6078e+06
0.95316,-0.17494,0.24676,5.8819e+06,-1.0795e+06,1.5227e+06
0.95652,-0.17555,0.23293,5.9027e+06,-1.0833e+06,1.4374e+06
0.95968,-0.17614,0.21905,5.9222e+06,-1.0869e+06,1.3517e+06
0.96266,-0.17668,0.20512,5.9406e+06,-1.0903e+06,1.2658e+06
0.96543,-0.17719,0.19116,5.9577e+06,-1.0934e+06,1.1796e+06
0.96801,-0.17766,0.17715,5.9736e+06,-1.0964e+06,1.0932e+06
0.9704,-0.1781,0.16312,5.9883e+06,-1.0991e+06,1.0066e+06
0.97259,-0.1785,0.14904,6.0018e+06,-1.1015e+06,9.1974e+05
0.97458,-0.17887,0.13494,6.0141e+06,-1.1038e+06,8.3271e+05
0.97637,-0.1792,0.12081,6.0252e+06,-1.1058e+06,7.4551e+05
0.97796,-0.17949,0.10665,6.035e+06,-1.1076e+06,6.5816e+05
0.97936,-0.17975,0.092477,6.0436e+06,-1.1092e+06,5.7068e+05
0.98055,-0.17997,0.078282,6.051e+06,-1.1106e+06,4.8308e+05
0.98155,-0.18015,0.06407,6.0571e+06,-1.1117e+06,3.9538e+05
0.98235,-0.18029,0.049846,6.0621e+06,-1.1126e+06,3.076e+05
0.98295,-0.1804,0.035611,6.0658e+06,-1.1133e+06,2.1976e+05
0.98335,-0.18048,0.02137,6.0682e+06,-1.1137e+06,1.3187e+05
0.98355,-0.18051,0.0071237,6.0695e+06,-1.114e+06,43961
0.98355,-0.18051,-0.0071237,6.0695e+06,-1.114e+06,-43961
0.98335,-0.18048,-0.02137,6.0682e+06,-1.1137e+06,-1.3187e+05
0.98295,-0.1804,-0.035611,6.0658e+06,-1.1133e+06,-2.1976e+05
0.98235,-0.18029,-0.049846,6.0621e+06,-1.1126e+06,-3.076e+05
0.98155,-0.18015,-0.06407,6.0571e+06,-1.1117e+06,-3.9538e+05
0.98055,-0.17997,-0.078282,6.051e+06,-1.1106e+06,-4.8308e+05
0.97936,-0.17975,-0.092477,6.0436e+06,-1.1092e+06,-5.7068e+05
0.97796,-0.17949,-0.10665,6.035e+06,-1.1076e+06,-6.5816e+05
0.97637,-0.1792,-0.12081,6.0252e+06,-1.1058e+06,-7.4551e+05
0.97458,-0.17887,-0.13494,6.0141e+06,-1.1038e+06,-8.3271e+05
0.97259,-0.1785,-0.14904,6.0018e+06,-1.1015e+06,-9.1974e+05
0.9704,-0.1781,-0.16312,5.9883e+06,-1.0991e+06,-1.0066e+06
0.96801,-0.17766,-0.17715,5.9736e+06,-1.0964e+06,-1.0932e+06
0.96543,-0.17719,-0.19116,5.9577e+06,-1.0934e+06,-1.1796e+06
0.96266,-0.17668,-0.20512,5.9406e+06,-1.0903e+06,-1.2658e+06
0.95968,-0.17614,-0.21905,5.9222e+06,-1.0869e+06,-1.3517e+06
0.95652,-0.17555,-0.23293,5.9027e+06,-1.0833e+06,-1.4374e+06
0.95316,-0.17494,-0.24676,5.8819e+06,-1.0795e+06,-1.5227e+06
0.9496,-0.17428,-0.26054,5.86e+06,-1.0755e+06,-1.6078e+06
0.94585,-0.1736,-0.27427,5.8369e+06,-1.0713e+06,-1.6925e+06
0.94192,-0.17287,-0.28794,5.8126e+06,-1.0668e+06,-1.7769e+06
0.93779,-0.17212,-0.30155,5.7871e+06,-1.0621e+06,-1.8609e+06
0.93346,-0.17132,-0.31511,5.7604e+06,-1.0572e+06,-1.9445e+06
0.92895,-0.17049,-0.3286,5.7326e+06,-1.0521e+06,-2.0278e+06
0.92425,-0.16963,-0.34202,5.7036e+06,-1.0468e+06,-2.1106e+06
0.92653,-0.15671,0.34202,5.7176e+06,-9.6707e+05,2.1106e+06
0.93124,-0.15751,0.3286,5.7467e+06,-9.7198e+05,2.0278e+06
0.93577,-0.15827,0.31511,5.7746e+06,-9.767e+05,1.9445e+06
0.9401,-0.15901,0.30155,5.8013e+06,-9.8122e+05,1.8609e+06
0.94424,-0.15971,0.28794,5.8269e+06,-9.8554e+05,1.7769e+06
0.94819,-0.16037,0.27427,5.8513e+06,-9.8967e+05,1.6925e+06
0.95194,-0.16101,0.26054,5.8744e+06,-9.9359e+05,1.6078e+06
0.95551,-0.16161,0.24676,5.8964e+06,-9.9731e+05,1.5227e+06
0.95888,-0.16218,0.23293,5.9172e+06,-1.0008e+06,1.4374e+06
0.96205,-0.16272,0.21905,5.9368e+06,-1.0041e+06,1.3517e+06
0.96503,-0.16322,0.20512,5.9552e+06,-1.0072e+06,1.2658e+06
0.96781,-0.16369,0.19116,5.9724e+06,-1.0102e+06,1.1796e+06
0.9704,-0.16413,0.17715,5.9883e+06,-1.0129e+06,1.0932e+06
0.97279,-0.16454,0.16312,6.0031e+06,-1.0153e+06,1.0066e+06
