#Normals:0,Normals:1,Normals:2,x,y,z
0.97498,-0.16491,0.14904,6.0166e+06,-1.0176e+06,9.1974e+05
0.97698,-0.16524,0.13494,6.0289e+06,-1.0197e+06,8.3271e+05
0.97877,-0.16555,0.12081,6.04e+06,-1.0216e+06,7.4551e+05
0.98037,-0.16582,0.10665,6.0499e+06,-1.0233e+06,6.5816e+05
0.98177,-0.16605,0.092477,6.0585e+06,-1.0247e+06,5.7068e+05
0.98297,-0.16626,0.078282,6.0659e+06,-1.026e+06,4.8308e+05
0.98397,-0.16643,0.06407,6.0721e+06,-1.027e+06,3.9538e+05
0.98477,-0.16656,0.049846,6.077e+06,-1.0279e+06,3.076e+05
0.98537,-0.16666,0.035611,6.0807e+06,-1.0285e+06,2.1976e+05
0.98577,-0.16673,0.02137,6.0832e+06,-1.0289e+06,1.3187e+05
0.98597,-0.16676,0.0071237,6.0844e+06,-1.0291e+06,43961
0.98597,-0.16676,-0.0071237,6.0844e+06,-1.0291e+06,-43961
0.98577,-0.16673,-0.02137,6.0832e+06,-1.0289e+06,-1.3187e+05
0.98537,-0.16666,-0.035611,6.0807e+06,-1.0285e+06,-2.1976e+05
0.98477,-0.16656,-0.049846,6.077e+06,-1.0279e+06,-3.076e+05
0.98397,-0.16643,-0.06407,6.0721e+06,-1.027e+06,-3.9538e+05
0.98297,-0.16626,-0.078282,6.0659e+06,-1.026e+06,-4.8308e+05
0.98177,-0.16605,-0.092477,6.0585e+06,-1.0247e+06,-5.7068e+05
0.98037,-0.16582,-0.10665,6.0499e+06,-1.0233e+06,-6.5816e+05
0.97877,-0.16555,-0.12081,6.04e+06,-1.0216e+06,-7.4551e+05
0.97698,-0.16524,-0.13494,6.0289e+06,-1.0197e+06,-8.3271e+05
0.97498,-0.16491,-0.14904,6.0166e+06,-1.0176e+06,-9.1974e+05
0.97279,-0.16454,-0.16312,6.0031e+06,-1.0153e+06,-1.0066e+06
0.9704,-0.16413,-0.17715,5.9883e+06,-1.0129e+06,-1.0932e+06
0.96781,-0.16369,-0.19116,5.9724e+06,-1.0102e+06,-1.1796e+06
0.96503,-0.16322,-0.20512,5.9552e+06,-1.0072e+06,-1.2658e+06
0.96205,-0.16272,-0.21905,5.9368e+06,-1.0041e+06,-1.3517e+06
0.95888,-0.16218,-0.23293,5.9172e+06,-1.0008e+06,-1.4374e+06
0.95551,-0.16161,-0.24676,5.8964e+06,-9.9731e+05,-1.5227e+06
0.95194,-0.16101,-0.26054,5.8744e+06,-9.9359e+05,-1.6078e+06
0.94819,-0.16037,-0.27427,5.8513e+06,-9.8967e+05,-1.6925e+06
0.94424,-0.15971,-0.28794,5.8269e+06,-9.8554e+05,-1.7769e+06
0.9401,-0.15901,-0.30155,5.8013e+06,-9.8122e+05,-1.8609e+06
0.93577,-0.15827,-0.31511,5.7746e+06,-9.767e+05,-1.9445e+06
0.93124,-0.15751,-0.3286,5.7467e+06,-9.7198e+05,-2.0278e+06
0.92653,-0.15671,-0.34202,5.7176e+06,-9.6707e+05,-2.1106e+06
0.92863,-0.14376,0.34202,5.7306e+06,-8.8714e+05,2.1106e+06
0.93335,-0.14449,0.3286,5.7597e+06,-8.9165e+05,2.0278e+06
0.93788,-0.14519,0.31511,5.7877e+06,-8.9598e+05,1.9445e+06
0.94223,-0.14586,0.30155,5.8145e+06,-9.0013e+05,1.8609e+06
0.94638,-0.14651,0.28794,5.8401e+06,-9.0409e+05,1.7769e+06
0.95033,-0.14712,0.27427,5.8645e+06,-9.0787e+05,1.6925e+06
0.9541,-0.1477,0.26054,5.8877e+06,-9.1147e+05,1.6078e+06
0.95767,-0.14826,0.24676,5.9098e+06,-9.1488e+05,1.5227e+06
0.96105,-0.14878,0.23293,5.9306e+06,-9.1811e+05,1.4374e+06
0.96423,-0.14927,0.21905,5.9503e+06,-9.2115e+05,1.3517e+06
0.96721,-0.14973,0.20512,5.9687e+06,-9.24e+05,1.2658e+06
0.97,-0.15016,0.19116,5.9859e+06,-9.2667e+05,1.1796e+06
0.9726,-0.15057,0.17715,6.0019e+06,-9.2914e+05,1.0932e+06
0.97499,-0.15094,0.16312,6.0167e+06,-9.3143e+05,1.0066e+06
0.97719,-0.15128,0.14904,6.0302e+06,-9.3353e+05,9.1974e+05
0.97919,-0.15159,0.13494,6.0426e+06,-9.3544e+05,8.3271e+05
0.98099,-0.15187,0.12081,6.0537e+06,-9.3716e+05,7.4551e+05
0.98259,-0.15211,0.10665,6.0636e+06,-9.3869e+05,6.5816e+05
0.98399,-0.15233,0.092477,6.0722e+06,-9.4003e+05,5.7068e+05
0.9852,-0.15252,0.078282,6.0796e+06,-9.4118e+05,4.8308e+05
0.9862,-0.15267,0.06407,6.0858e+06,-9.4214e+05,3.9538e+05
0.987,-0.1528,0.049846,6.0908e+06,-9.429e+05,3.076e+05
0.9876,-0.15289,0.035611,6.0945e+06,-9.4348e+05,2.1976e+05
0.988,-0.15295,0.02137,6.097e+06,-9.4386e+05,1.3187e+05
0.9882,-0.15298,0.0071237,6.0982e+06,-9.4405e+05,43961
0.9882,-0.15298,-0.0071237,6.0982e+06,-9.4405e+05,-43961
0.988,-0.15295,-0.02137,6.097e+06,-9.4386e+05,-1.3187e+05
0.9876,-0.15289,-0.035611,6.0945e+06,-9.4348e+05,-2.1976e+05
0.987,-0.1528,-0.049846,6.0908e+06,-9.429e+05,-3.076e+05
0.9862,-0.15267,-0.06407,6.0858e+06,-9.4214e+05,-3.9538e+05
0.9852,-0.15252,-0.078282,6.0796e+06,-9.4118e+05,-4.8308e+05
0.98399,-0.15233,-0.092477,6.0722e+06,-9.4003e+05,-5.7068e+05
0.98259,-0.15211,-0.10665,6.0636e+06,-9.3869e+05,-6.5816e+05
0.98099,-0.15187,-0.12081,6.0537e+06,-9.3716e+05,-7.4551e+05
0.97919,-0.15159,-0.13494,6.0426e+06,-9.3544e+05,-8.3271e+05
0.97719,-0.15128,-0.14904,6.0302e+06,-9.3353e+05,-9.1974e+05
0.97499,-0.15094,-0.16312,6.0167e+06,-9.3143e+05,-1.0066e+06
0.9726,-0.15057,-0.17715,6.0019e+06,-9.2914e+05,-1.0932e+06
0.97,-0.15016,-0.19116,5.9859e+06,-9.2667e+05,-1.1796e+06
0.96721,-0.14973,-0.20512,5.9687e+06,-9.24e+05,-1.2658e+06
0.96423,-0.14927,-0.21905,5.9503e+06,-9.2115e+05,-1.3517e+06
0.96105,-0.14878,-0.23293,5.9306e+06,-9.1811e+05,-1.4374e+06
0.95767,-0.14826,-0.24676,5.9098e+06,-9.1488e+05,-1.5227e+06
0.9541,-0.1477,-0.26054,5.8877e+06,-9.1147e+05,-1.6078e+06
0.95033,-0.14712,-0.27427,5.8645e+06,-9.0787e+05,-1.6925e+06
0.94638,-0.14651,-0.28794,5.8401e+06,-9.0409e+05,-1.7769e+06
0.94223,-0.14586,-0.30155,5.8145e+06,-9.0013e+05,-1.8609e+06
0.93788,-0.14519,-0.31511,5.7877e+06,-8.9598e+05,-1.9445e+06
0.93335,-0.14449,-0.3286,5.7597e+06,-8.9165e+05,-2.0278e+06
0.92863,-0.14376,-0.34202,5.7306e+06,-8.8714e+05,-2.1106e+06
0.93055,-0.13078,0.34202,5.7424e+06,-8.0704e+05,2.1106e+06
0.93528,-0.13144,0.3286,5.7716e+06,-8.1115e+05,2.0278e+06
0.93982,-0.13208,0.31511,5.7996e+06,-8.1508e+05,1.9445e+06
0.94417,-0.13269,0.30155,5.8265e+06,-8.1886e+05,1.8609e+06
0.94833,-0.13328,0.28794,5.8521e+06,-8.2246e+05,1.7769e+06
0.95229,-0.13384,0.27427,5.8766e+06,-8.259e+05,1.6925e+06
0.95607,-0.13437,0.26054,5.8999e+06,-8.2918e+05,1.6078e+06
0.95965,-0.13487,0.24676,5.922e+06,-8.3228e+05,1.5227e+06
0.96303,-0.13535,0.23293,5.9429e+06,-8.3521e+05,1.4374e+06
0.96622,-0.13579,0.21905,5.9625e+06,-8.3798e+05,1.3517e+06
0.96921,-0.13621,0.20512,5.981e+06,-8.4057e+05,1.2658e+06
0.97201,-0.13661,0.19116,5.9983e+06,-8.43e+05,1.1796e+06
0.9746,-0.13697,0.17715,6.0143e+06,-8.4525e+05,1.0932e+06
0.97701,-0.13731,0.16312,6.0291e+06,-8.4733e+05,1.0066e+06
0.97921,-0.13762,0.14904,6.0427e+06,-8.4924e+05,9.1974e+05
0.98121,-0.1379,0.13494,6.0551e+06,-8.5098e+05,8.3271e+05
0.98302,-0.13815,0.12081,6.0662e+06,-8.5255e+05,7.4551e+05
0.98462,-0.13838,0.10665,6.0761e+06,-8.5394e+05,6.5816e+05
0.98602,-0.13858,0.092477,6.0848e+06,-8.5516e+05,5.7068e+05
0.98723,-0.13875,0.078282,6.0922e+06,-8.562e+05,4.8308e+05
0.98823,-0.13889,0.06407,6.0984e+06,-8.5707e+05,3.9538e+05
0.98904,-0.139,0.049846,6.1033e+06,-8.5777e+05,3.076e+05
0.98964,-0.13908,0.035611,6.1071e+06,-8.5829e+05,2.1976e+05
0.99004,-0.13914,0.02137,6.1095e+06,-8.5864e+05,1.3187e+05
0.99024,-0.13917,0.0071237,6.1108e+06,-8.5882e+05,43961
0.99024,-0.13917,-0.0071237,6.1108e+06,-8.5882e+05,-43961
0.99004,-0.13914,-0.02137,6.1095e+06,-8.5864e+05,-1.3187e+05
0.98964,-0.13908,-0.035611,6.1071e+06,-8.5829e+05,-2.1976e+05
0.98904,-0.139,-0.049846,6.1033e+06,-8.5777e+05,-3.076e+05
0.98823,-0.13889,-0.06407,6.0984e+06,-8.5707e+05,-3.9538e+05
0.98723,-0.13875,-0.078282,6.0922e+06,-8.562e+05,-4.8308e+05
0.98602,-0.13858,-0.092477,6.0848e+06,-8.5516e+05,-5.7068e+05
0.98462,-0.13838,-0.10665,6.0761e+06,-8.5394e+05,-6.5816e+05
0.98302,-0.13815,-0.12081,6.0662e+06,-8.5255e+05,-7.4551e+05
0.98121,-0.1379,-0.13494,6.0551e+06,-8.5098e+05,-8.3271e+05
0.97921,-0.13762,-0.14904,6.0427e+06,-8.4924e+05,-9.1974e+05
0.97701,-0.13731,-0.16312,6.0291e+06,-8.4733e+05,-1.0066e+06
0.9746,-0.13697,-0.17715,6.0143e+06,-8.4525e+05,-1.0932e+06
0.97201,-0.13661,-0.19116,5.9983e+06,-8.43e+05,-1.1796e+06
0.96921,-0.13621,-0.20512,5.981e+06,-8.4057e+05,-1.2658e+06
0.96622,-0.13579,-0.21905,5.9625e+06,-8.3798e+05,-1.3517e+06
0.96303,-0.13535,-0.23293,5.9429e+06,-8.3521e+05,-1.4374e+06
0.95965,-0.13487,-0.24676,5.922e+06,-8.3228e+05,-1.5227e+06
0.95607,-0.13437,-0.26054,5.8999e+06,-8.2918e+05,-1.6078e+06
0.95229,-0.13384,-0.27427,5.8766e+06,-8.259e+05,-1.6925e+06
0.94833,-0.13328,-0.28794,5.8521e+06,-8.2246e+05,-1.7769e+06
0.94417,-0.13269,-0.30155,5.8265e+06,-8.1886e+05,-1.8609e+06
0.93982,-0.13208,-0.31511,5.7996e+06,-8.1508e+05,-1.9445e+06
0.93528,-0.13144,-0.3286,5.7716e+06,-8.1115e+05,-2.0278e+06
0.93055,-0.13078,-0.34202,5.7424e+06,-8.0704e+05,-2.1106e+06
0.93228,-0.11777,0.34202,5.7531e+06,-7.2679e+05,2.1106e+06
0.93702,-0.11837,0.3286,5.7824e+06,-7.3048e+05,2.0278e+06
0.94157,-0.11895,0.31511,5.8104e+06,-7.3403e+05,1.9445e+06
0.94593,-0.1195,0.30155,5.8373e+06,-7.3743e+05,1.8609e+06
0.9501,-0.12003,0.28794,5.863e+06,-7.4068e+05,1.7769e+06
0.95407,-0.12053,0.27427,5.8876e+06,-7.4377e+05,1.6925e+06
0.95785,-0.121,0.26054,5.9109e+06,-7.4672e+05,1.6078e+06
0.96144,-0.12146,0.24676,5.933e+06,-7.4951e+05,1.5227e+06
0.96483,-0.12189,0.23293,5.9539e+06,-7.5216e+05,1.4374e+06
0.96802,-0.12229,0.21905,5.9737e+06,-7.5465e+05,1.3517e+06
0.97102,-0.12267,0.20512,5.9922e+06,-7.5699e+05,1.2658e+06
0.97382,-0.12302,0.19116,6.0094e+06,-7.5917e+05,1.1796e+06
0.97642,-0.12335,0.17715,6.0255e+06,-7.612e+05,1.0932e+06
0.97883,-0.12365,0.16312,6.0403e+06,-7.6307e+05,1.0066e+06
0.98103,-0.12393,0.14904,6.054e+06,-7.6479e+05,9.1974e+05
0.98304,-0.12419,0.13494,6.0663e+06,-7.6636e+05,8.3271e+05
0.98485,-0.12442,0.12081,6.0775e+06,-7.6777e+05,7.4551e+05
0.98646,-0.12462,0.10665,6.0874e+06,-7.6902e+05,6.5816e+05
0.98786,-0.1248,0.092477,6.0961e+06,-7.7012e+05,5.7068e+05
0.98907,-0.12495,0.078282,6.1036e+06,-7.7106e+05,4.8308e+05
0.99008,-0.12508,0.06407,6.1098e+06,-7.7184e+05,3.9538e+05
0.99088,-0.12518,0.049846,6.1147e+06,-7.7247e+05,3.076e+05
0.99149,-0.12525,0.035611,6.1185e+06,-7.7294e+05,2.1976e+05
0.99189,-0.1253,0.02137,6.1209e+06,-7.7325e+05,1.3187e+05
0.99209,-0.12533,0.0071237,6.1222e+06,-7.7341e+05,43961
0.99209,-0.12533,-0.0071237,6.1222e+06,-7.7341e+05,-43961
0.99189,-0.1253,-0.02137,6.1209e+06,-7.7325e+05,-1.3187e+05
0.99149,-0.12525,-0.035611,6.1185e+06,-7.7294e+05,-2.1976e+05
0.99088,-0.12518,-0.049846,6.1147e+06,-7.7247e+05,-3.076e+05
0.99008,-0.12508,-0.06407,6.1098e+06,-7.7184e+05,-3.9538e+05
0.98907,-0.12495,-0.078282,6.1036e+06,-7.7106e+05,-4.8308e+05
0.98786,-0.1248,-0.092477,6.0961e+06,-7.7012e+05,-5.7068e+05
0.98646,-0.12462,-0.10665,6.0874e+06,-7.6902e+05,-6.5816e+05
0.98485,-0.12442,-0.12081,6.0775e+06,-7.6777e+05,-7.4551e+05
0.98304,-0.12419,-0.13494,6.0663e+06,-7.6636e+05,-8.3271e+05
0.98103,-0.12393,-0.14904,6.054e+06,-7.6479e+05,-9.1974e+05
0.97883,-0.12365,-0.16312,6.0403e+06,-7.6307e+05,-1.0066e+06
0.97642,-0.12335,-0.17715,6.0255e+06,-7.612e+05,-1.0932e+06
0.97382,-0.12302,-0.19116,6.0094e+06,-7.5917e+05,-1.1796e+06
0.97102,-0.12267,-0.20512,5.9922e+06,-7.5699e+05,-1.2658e+06
0.96802,-0.12229,-0.21905,5.9737e+06,-7.5465e+05,-1.3517e+06
0.96483,-0.12189,-0.23293,5.9539e+06,-7.5216e+05,-1.4374e+06
0.96144,-0.12146,-0.24676,5.933e+06,-7.4951e+05,-1.5227e+06
0.95785,-0.121,-0.26054,5.9109e+06,-7.4672e+05,-1.6078e+06
0.95407,-0.12053,-0.27427,5.8876e+06,-7.4377e+05,-1.6925e+06
0.9501,-0.12003,-0.28794,5.863e+06,-7.4068e+05,-1.7769e+06
0.94593,-0.1195,-0.30155,5.8373e+06,-7.3743e+05,-1.8609e+06
0.94157,-0.11895,-0.31511,5.8104e+06,-7.3403e+05,-1.9445e+06
0.93702,-0.11837,-0.3286,5.7824e+06,-7.3048e+05,-2.0278e+06
0.93228,-0.11777,-0.34202,5.7531e+06,-7.2679e+05,-2.1106e+06
0.93384,-0.10475,0.34202,5.7627e+06,-6.4639e+05,2.1106e+06
0.93858,-0.10528,0.3286,5.792e+06,-6.4968e+05,2.0278e+06
0.94314,-0.10579,0.31511,5.8201e+06,-6.5283e+05,1.9445e+06
0.94751,-0.10628,0.30155,5.8471e+06,-6.5585e+05,1.8609e+06
0.95168,-0.10675,0.28794,5.8728e+06,-6.5874e+05,1.7769e+06
0.95566,-0.10719,0.27427,5.8974e+06,-6.615e+05,1.6925e+06
0.95945,-0.10762,0.26054,5.9207e+06,-6.6412e+05,1.6078e+06
0.96304,-0.10802,0.24676,5.9429e+06,-6.666e+05,1.5227e+06
0.96643,-0.1084,0.23293,5.9639e+06,-6.6895e+05,1.4374e+06
0.96963,-0.10876,0.21905,5.9836e+06,-6.7117e+05,1.3517e+06
0.97264,-0.1091,0.20512,6.0021e+06,-6.7325e+05,1.2658e+06
0.97544,-0.10941,0.19116,6.0195e+06,-6.7519e+05,1.1796e+06
0.97805,-0.10971,0.17715,6.0355e+06,-6.7699e+05,1.0932e+06
0.98046,-0.10998,0.16312,6.0504e+06,-6.7866e+05,1.0066e+06
0.98267,-0.11022,0.14904,6.064e+06,-6.8019e+05,9.1974e+05
0.98468,-0.11045,0.13494,6.0765e+06,-6.8158e+05,8.3271e+05
0.98649,-0.11065,0.12081,6.0876e+06,-6.8284e+05,7.4551e+05
0.9881,-0.11083,0.10665,6.0976e+06,-6.8395e+05,6.5816e+05
0.98951,-0.11099,0.092477,6.1063e+06,-6.8493e+05,5.7068e+05
0.99072,-0.11113,0.078282,6.1137e+06,-6.8576e+05,4.8308e+05
0.99173,-0.11124,0.06407,6.1199e+06,-6.8646e+05,3.9538e+05
0.99253,-0.11133,0.049846,6.1249e+06,-6.8702e+05,3.076e+05
0.99314,-0.1114,0.035611,6.1287e+06,-6.8744e+05,2.1976e+05
0.99354,-0.11144,0.02137,6.1311e+06,-6.8772e+05,1.3187e+05
0.99374,-0.11147,0.0071237,6.1324e+06,-6.8786e+05,43961
0.99374,-0.11147,-0.0071237,6.1324e+06,-6.8786e+05,-43961
0.99354,-0.11144,-0.02137,6.1311e+06,-6.8772e+05,-1.3187e+05
0.99314,-0.1114,-0.035611,6.1287e+06,-6.8744e+05,-2.1976e+05
0.99253,-0.11133,-0.049846,6.1249e+06,-6.8702e+05,-3.076e+05
0.99173,-0.11124,-0.06407,6.1199e+06,-6.8646e+05,-3.9538e+05
0.99072,-0.11113,-0.078282,6.1137e+06,-6.8576e+05,-4.8308e+05
0.98951,-0.11099,-0.092477,6.1063e+06,-6.8493e+05,-5.7068e+05
0.9881,-0.11083,-0.10665,6.0976e+06,-6.8395e+05,-6.5816e+05
0.98649,-0.11065,-0.12081,6.0876e+06,-6.8284e+05,-7.4551e+05
0.98468,-0.11045,-0.13494,6.0765e+06,-6.8158e+05,-8.3271e+05
0.98267,-0.11022,-0.14904,6.064e+06,-6.8019e+05,-9.1974e+05
0.98046,-0.10998,-0.16312,6.0504e+06,-6.7866e+05,-1.0066e+06
0.97805,-0.10971,-0.17715,6.0355e+06,-6.7699e+05,-1.0932e+06
0.97544,-0.10941,-0.19116,6.0195e+06,-6.7519e+05,-1.1796e+06
0.97264,-0.1091,-0.20512,6.0021e+06,-6.7325e+05,-1.2658e+06
0.96963,-0.10876,-0.21905,5.9836e+06,-6.7117e+05,-1.3517e+06
0.96643,-0.1084,-0.23293,5.9639e+06,-6.6895e+05,-1.4374e+06
0.96304,-0.10802,-0.24676,5.9429e+06,-6.666e+05,-1.5227e+06
0.95945,-0.10762,-0.26054,5.9207e+06,-6.6412e+05,-1.6078e+06
0.95566,-0.10719,-0.27427,5.8974e+06,-6.615e+05,-1.6925e+06
0.95168,-0.10675,-0.28794,5.8728e+06,-6.5874e+05,-1.7769e+06
0.94751,-0.10628,-0.30155,5.8471e+06,-6.5585e+05,-1.8609e+06
0.94314,-0.10579,-0.31511,5.8201e+06,-6.5283e+05,-1.9445e+06
0.93858,-0.10528,-0.3286,5.792e+06,-6.4968e+05,-2.0278e+06
0.93384,-0.10475,-0.34202,5.7627e+06,-6.4639e+05,-2.1106e+06
0.93521,-0.091698,0.34202,5.7712e+06,-5.6587e+05,2.1106e+06
0.93996,-0.092164,0.3286,5.8005e+06,-5.6874e+05,2.0278e+06
0.94453,-0.092612,0.31511,5.8287e+06,-5.7151e+05,1.9445e+06
0.9489,-0.09304,0.30155,5.8557e+06,-5.7415e+05,1.8609e+06
0.95308,-0.09345,0.28794,5.8814e+06,-5.7668e+05,1.7769e+06
0.95706,-0.093841,0.27427,5.906e+06,-5.7909e+05,1.6925e+06
0.96086,-0.094213,0.26054,5.9294e+06,-5.8139e+05,1.6078e+06
0.96445,-0.094565,0.24676,5.9516e+06,-5.8356e+05,1.5227e+06
0.96785,-0.094899,0.23293,5.9726e+06,-5.8562e+05,1.4374e+06
0.97106,-0.095213,0.21905,5.9924e+06,-5.8756e+05,1.3517e+06
0.97406,-0.095508,0.20512,6.011e+06,-5.8938e+05,1.2658e+06
0.97687,-0.095783,0.19116,6.0283e+06,-5.9108e+05,1.1796e+06
0.97949,-0.096039,0.17715,6.0444e+06,-5.9266e+05,1.0932e+06
0.9819,-0.096276,0.16312,6.0593e+06,-5.9412e+05,1.0066e+06
0.98411,-0.096493,0.14904,6.073e+06,-5.9546e+05,9.1974e+05
0.98612,-0.09669,0.13494,6.0854e+06,-5.9668e+05,8.3271e+05
0.98794,-0.096868,0.12081,6.0966e+06,-5.9777e+05,7.4551e+05
0.98955,-0.097026,0.10665,6.1065e+06,-5.9875e+05,6.5816e+05
0.99096,-0.097165,0.092477,6.1152e+06,-5.996e+05,5.7068e+05
0.99217,-0.097283,0.078282,6.1227e+06,-6.0034e+05,4.8308e+05
0.99318,-0.097382,0.06407,6.1289e+06,-6.0095e+05,3.9538e+05
0.99399,-0.097462,0.049846,6.1339e+06,-6.0144e+05,3.076e+05
0.9946,-0.097521,0.035611,6.1377e+06,-6.018e+05,2.1976e+05
0.995,-0.097561,0.02137,6.1401e+06,-6.0205e+05,1.3187e+05
0.9952,-0.09758,0.0071237,6.1414e+06,-6.0217e+05,43961
0.9952,-0.09758,-0.0071237,6.1414e+06,-6.0217e+05,-43961
0.995,-0.097561,-0.02137,6.1401e+06,-6.0205e+05,-1.3187e+05
0.9946,-0.097521,-0.035611,6.1377e+06,-6.018e+05,-2.1976e+05
0.99399,-0.097462,-0.049846,6.1339e+06,-6.0144e+05,-3.076e+05
0.99318,-0.097382,-0.06407,6.1289e+06,-6.0095e+05,-3.9538e+05
0.99217,-0.097283,-0.078282,6.1227e+06,-6.0034e+05,-4.8308e+05
0.99096,-0.097165,-0.092477,6.1152e+06,-5.996e+05,-5.7068e+05
0.98955,-0.097026,-0.10665,6.1065e+06,-5.9875e+05,-6.5816e+05
0.98794,-0.096868,-0.12081,6.0966e+06,-5.9777e+05,-7.4551e+05
0.98612,-0.09669,-0.13494,6.0854e+06,-5.9668e+05,-8.3271e+05
0.98411,-0.096493,-0.14904,6.073e+06,-5.9546e+05,-9.1974e+05
0.9819,-0.096276,-0.16312,6.0593e+06,-5.9412e+05,-1.0066e+06
0.97949,-0.096039,-0.17715,6.0444e+06,-5.9266e+05,-1.0932e+06
0.97687,-0.095783,-0.19116,6.0283e+06,-5.9108e+05,-1.1796e+06
0.97406,-0.095508,-0.20512,6.011e+06,-5.8938e+05,-1.2658e+06
0.97106,-0.095213,-0.21905,5.9924e+06,-5.8756e+05,-1.3517e+06
0.96785,-0.094899,-0.23293,5.9726e+06,-5.8562e+05,-1.4374e+06
0.96445,-0.094565,-0.24676,5.9516e+06,-5.8356e+05,-1.5227e+06
0.96086,-0.094213,-0.26054,5.9294e+06,-5.8139e+05,-1.6078e+06
0.95706,-0.093841,-0.27427,5.906e+06,-5.7909e+05,-1.6925e+06
0.95308,-0.09345,-0.28794,5.8814e+06,-5.7668e+05,-1.7769e+06
0.9489,-0.09304,-0.30155,5.8557e+06,-5.7415e+05,-1.8609e+06
0.94453,-0.092612,-0.31511,5.8287e+06,-5.7151e+05,-1.9445e+06
0.93996,-0.092164,-0.3286,5.8005e+06,-5.6874e+05,-2.0278e+06
0.93521,-0.091698,-0.34202,5.7712e+06,-5.6587e+05,-2.1106e+06
0.9364,-0.078631,0.34202,5.7785e+06,-4.8523e+05,2.1106e+06
0.94116,-0.079031,0.3286,5.8079e+06,-4.877e+05,2.0278e+06
0.94573,-0.079415,0.31511,5.8361e+06,-4.9007e+05,1.9445e+06
0.9501,-0.079783,0.30155,5.8631e+06,-4.9234e+05,1.8609e+06
0.95429,-0.080134,0.28794,5.8889e+06,-4.9451e+05,1.7769e+06
0.95828,-0.080469,0.27427,5.9136e+06,-4.9657e+05,1.6925e+06
0.96208,-0.080788,0.26054,5.937e+06,-4.9854e+05,1.6078e+06
0.96568,-0.08109,0.24676,5.9592e+06,-5.0041e+05,1.5227e+06
0.96908,-0.081376,0.23293,5.9802e+06,-5.0217e+05,1.4374e+06
0.97229,-0.081646,0.21905,6e+06,-5.0384e+05,1.3517e+06
0.9753,-0.081899,0.20512,6.0186e+06,-5.054e+05,1.2658e+06
0.97812,-0.082135,0.19116,6.036e+06,-5.0685e+05,1.1796e+06
0.98073,-0.082354,0.17715,6.0521e+06,-5.0821e+05,1.0932e+06
0.98315,-0.082557,0.16312,6.067e+06,-5.0946e+05,1.0066e+06
0.98536,-0.082743,0.14904,6.0807e+06,-5.1061e+05,9.1974e+05
0.98738,-0.082913,0.13494,6.0931e+06,-5.1165e+05,8.3271e+05
0.98919,-0.083065,0.12081,6.1043e+06,-5.1259e+05,7.4551e+05
0.99081,-0.083201,0.10665,6.1143e+06,-5.1343e+05,6.5816e+05
0.99222,-0.083319,0.092477,6.123e+06,-5.1416e+05,5.7068e+05
0.99343,-0.083421,0.078282,6.1305e+06,-5.1479e+05,4.8308e+05
0.99445,-0.083506,0.06407,6.1367e+06,-5.1532e+05,3.9538e+05
0.99525,-0.083574,0.049846,6.1417e+06,-5.1573e+05,3.076e+05
0.99586,-0.083625,0.035611,6.1455e+06,-5.1605e+05,2.1976e+05
0.99627,-0.083659,0.02137,6.148e+06,-5.1626e+05,1.3187e+05
0.99647,-0.083676,0.0071237,6.1492e+06,-5.1636e+05,43961
0.99647,-0.083676,-0.0071237,6.1492e+06,-5.1636e+05,-43961
0.99627,-0.083659,-0.02137,6.148e+06,-5.1626e+05,-1.3187e+05
0.99586,-0.083625,-0.035611,6.1455e+06,-5.1605e+05,-2.1976e+05
0.99525,-0.083574,-0.049846,6.1417e+06,-5.1573e+05,-3.076e+05
0.99445,-0.083506,-0.06407,6.1367e+06,-5.1532e+05,-3.9538e+05
0.99343,-0.083421,-0.078282,6.1305e+06,-5.1479e+05,-4.8308e+05
0.99222,-0.083319,-0.092477,6.123e+06,-5.1416e+05,-5.7068e+05
0.99081,-0.083201,-0.10665,6.1143e+06,-5.1343e+05,-6.5816e+05
0.98919,-0.083065,-0.12081,6.1043e+06,-5.1259e+05,-7.4551e+05
0.98738,-0.082913,-0.13494,6.0931e+06,-5.1165e+05,-8.3271e+05
0.98536,-0.082743,-0.14904,6.0807e+06,-5.1061e+05,-9.1974e+05
0.98315,-0.082557,-0.16312,6.067e+06,-5.0946e+05,-1.0066e+06
0.98073,-0.082354,-0.17715,6.0521e+06,-5.0821e+05,-1.0932e+06
0.97812,-0.082135,-0.19116,6.036e+06,-5.0685e+05,-1.1796e+06
0.9753,-0.081899,-0.20512,6.0186e+06,-5.054e+05,-1.2658e+06
0.97229,-0.081646,-0.21905,6e+06,-5.0384e+05,-1.3517e+06
0.96908,-0.081376,-0.23293,5.9802e+06,-5.0217e+05,-1.4374e+06
0.96568,-0.08109,-0.24676,5.9592e+06,-5.0041e+05,-1.5227e+06
0.96208,-0.080788,-0.26054,5.937e+06,-4.9854e+05,-1.6078e+06
0.95828,-0.080469,-0.27427,5.9136e+06,-4.9657e+05,-1.6925e+06
0.95429,-0.080134,-0.28794,5.8889e+06,-4.9451e+05,-1.7769e+06
0.9501,-0.079783,-0.30155,5.8631e+06,-4.9234e+05,-1.8609e+06
0.94573,-0.079415,-0.31511,5.8361e+06,-4.9007e+05,-1.9445e+06
0.94116,-0.079031,-0.3286,5.8079e+06,-4.877e+05,-2.0278e+06
0.9364,-0.078631,-0.34202,5.7785e+06,-4.8523e+05,-2.1106e+06
